RoundNumber,PricePerEnergy
0,0
1,32.454367577599996
2,27.0492596964
3,65.111164965
4,26.6789110632
5,64.019173101
6,60.440166198
7,25.09330441680001
8,59.85814494150002
9,25.557333732
10,26.736754428000005
11,70.12286380799999
12,71.56154822399999
13,71.6297494185
14,29.3193185436
15,27.534444191999995
16,26.5128463548
17,58.94782153199999
18,25.7215483044
19,24.168887519400005
20,23.507314666200003
21,57.2719324485
22,57.65395419000001
23,28.6346240346
24,26.355013383600003
25,25.9627694472
26,61.872861656999994
27,63.437137722
28,63.757635637499995
29,63.5729175
30,62.419157568
31,61.98163785900001
32,27.054410279999995
33,59.901363567
34,28.4496731568
35,26.262069782399998
36,26.074690127999997
37,26.345075139
38,27.426883429800004
39,65.916114534
40,68.902263576
41,68.908632003
42,69.565346559
43,69.054374799
44,30.875683343999995
45,27.7189945326
46,28.549319961600002
47,28.045092542399995
48,27.7811542548
49,65.7001084125
50,69.807348
51,65.92089748500001
52,62.37536986799999
53,27.613340639999997
54,24.8799554604
55,24.702440956200004
56,24.487312910399996
57,24.47169408
58,24.8571619668
59,24.9262546752
60,25.0839417024
61,25.1504905662
62,25.501422326399997
63,25.5560178528
64,25.5689195328
65,25.604049958200005
66,25.567044119999995
67,25.636785476399996
68,25.689897250199998
69,25.759220450399994
70,25.794510048
71,25.811766639000002
72,25.8495715296
73,25.829178206399998
74,26.698128404400002
75,26.700027859799995
76,26.722377149399996
77,26.641696536
78,26.0761112388
79,25.473779699400005
80,25.314513705
81,25.264177182000005
82,25.299135287999995
83,25.322064994799995
84,25.358632425000003
85,26.103774663
86,27.1681536348
87,26.545993387200003
88,29.354866905599994
89,26.144640000000003
90,26.52912
91,25.10334
92,25.311600000000002
93,25.583940000000005
94,25.760160000000003
95,26.14464
96,26.368919999999992
97,26.68932
98,27.04176
99,27.266040000000004
100,27.26604
101,27.25002
102,27.21798
103,26.84952
104,26.865540000000006
105,26.7534
106,26.657279999999997
107,26.368920000000003
108,26.272799999999997
109,26.176679999999998
110,26.14464
111,26.06454
112,26.352900000000005
113,26.14464
114,26.112600000000004
115,26.36892
116,26.432999999999996
117,26.144640000000003
118,25.8723
119,26.801460000000006
120,26.801459999999995
121,26.657280000000004
122,26.561159999999997
123,26.449020000000004
124,26.721359999999997
125,26.57718
126,26.432999999999996
127,26.36892
128,26.36892
129,26.336879999999997
130,26.32086
131,26.30484
132,26.14464
133,26.144639999999992
134,26.14464
135,26.06454
136,25.439760000000007
137,25.455779999999997
138,25.4718
139,25.5519
140,26.224739999999994
141,26.144640000000003
142,25.84026
143,25.7922
144,26.14464
145,26.368920000000003
146,26.57718
147,26.881559999999993
148,27.954900000000002
149,28.499579999999998
150,27.938879999999997
151,27.66654000000001
152,27.82674
153,26.721359999999997
154,26.481060000000006
155,26.5932
156,26.9937
157,26.36892
158,25.888319999999997
159,24.65478
160,24.31836
161,24.174180000000003
162,23.99796
163,23.629500000000007
164,24.28632
165,24.222239999999996
166,24.238259999999997
167,24.22224
168,25.087320000000002
169,25.087320000000005
170,25.103339999999992
171,25.087320000000002
172,24.1902
173,24.3504
174,24.3504
175,24.4305
176,23.90184
177,24.65478
178,24.4305
179,24.078060000000004
180,24.286320000000003
181,23.7096
182,24.4305
183,25.43976
184,26.128619999999998
185,26.529119999999992
186,27.02574
187,27.185939999999995
188,27.346140000000002
189,27.69858
190,28.46754
191,29.220480000000002
192,29.3166
193,30.389940000000006
194,30.38994
195,30.405959999999997
196,30.5982
197,30.38994
198,30.38994
199,30.37392
200,30.22974
201,29.268539999999998
202,29.076299999999993
203,28.64376
204,28.54764
205,27.6345
206,27.570420000000002
207,27.52236
208,27.410220000000006
209,27.21798
210,27.21798
211,27.18594
212,27.1539
213,26.929619999999993
214,26.897580000000005
215,26.929620000000007
216,26.41698
217,27.49032
218,27.49032
219,27.458280000000006
220,27.36216
221,26.801459999999995
222,26.5131
223,26.06454
224,25.40772
225,24.54264
226,24.41448
227,23.837760000000003
228,23.405220000000007
229,22.70034
230,22.46004
231,22.28382
232,21.96342
233,21.787200000000002
234,22.09158
235,21.835259999999998
236,21.97944
237,21.73914
238,21.33864
239,21.162419999999997
240,21.89934
241,22.363920000000004
242,22.54014
243,23.229000000000003
244,23.837760000000003
245,24.20622
246,26.192700000000006
247,25.58394
248,24.430499999999988
249,23.83776000000001
