RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.0189376
2,32.206406
3,72.473051
4,89.1682394
5,129.53341790000002
6,170.39897990000003
7,187.36537910000004
8,227.83741760000004
9,245.05934060000004
10,261.56351000000006
11,302.14387100000005
12,343.55680400000006
13,384.98523050000006
14,402.5312021000001
15,419.1683285000001
16,435.81167210000007
17,476.52149360000004
18,494.3465444
19,511.09560020000004
20,527.8506356
21,568.6716851
22,610.6935176
23,628.828175
24,645.7007828
25,662.5816471999999
26,703.5299342
27,745.8778232
28,788.2417006999999
29,830.6236456999999
30,873.0279646999999
31,915.4520836999999
32,933.9825016999998
33,975.0671131999999
34,993.8830345999999
35,1011.0253777999999
36,1028.1797792
37,1045.3426946
38,1062.516698
39,1103.765831
40,1146.883643
41,1190.032442
42,1233.213911
43,1276.4269115
44,1295.7847067
45,1313.1416225
46,1330.5073889
47,1347.8835305
48,1365.2684831
49,1406.7196556
50,1450.3492480999998
51,1494.0054715999997
52,1537.6857025999998
53,1557.5228725999998
54,1575.0686803999997
55,1592.6254969999998
56,1610.1917185999998
57,1627.7719585999998
58,1645.3637221999998
59,1662.9670093999998
60,1680.5821369999999
61,1698.2068676
62,1715.842706
63,1733.4918896
64,1751.1499832
65,1768.820135
66,1786.5013549999999
67,1804.1940986
68,1821.8990588
69,1839.6151664
70,1857.3433519999999
71,1875.0833977999998
72,1892.8372243999997
73,1910.6014459999997
74,1928.3764981999996
75,1946.1646579999995
76,1963.9677073999994
77,1981.7882401999993
78,1999.6241575999993
79,2017.4754397999993
80,2035.3403047999993
81,2053.2201187999995
82,2071.1120107999996
83,2089.0201189999993
84,2106.9414139999994
85,2124.8821525999992
86,2142.838632199999
87,2160.8115457999993
88,2178.798596599999
89,2194.818596599999
90,2210.838596599999
91,2226.858596599999
92,2242.878596599999
93,2258.898596599999
94,2274.918596599999
95,2290.938596599999
96,2306.958596599999
97,2322.978596599999
98,2338.998596599999
99,2355.018596599999
100,2371.038596599999
101,2387.058596599999
102,2403.078596599999
103,2419.098596599999
104,2435.118596599999
105,2451.138596599999
106,2467.158596599999
107,2483.178596599999
108,2499.198596599999
109,2515.218596599999
110,2531.238596599999
111,2547.258596599999
112,2563.2785965999988
113,2579.2985965999987
114,2595.3185965999987
115,2611.3385965999987
116,2627.3585965999987
117,2643.3785965999987
118,2659.3985965999987
119,2675.4185965999986
120,2691.4385965999986
121,2707.4585965999986
122,2723.4785965999986
123,2739.4985965999986
124,2755.5185965999985
125,2771.5385965999985
126,2787.5585965999985
127,2803.5785965999985
128,2819.5985965999985
129,2835.6185965999985
130,2851.6385965999984
131,2867.6585965999984
132,2883.6785965999984
133,2899.6985965999984
134,2915.7185965999984
135,2931.7385965999983
136,2947.7585965999983
137,2963.7785965999983
138,2979.7985965999983
139,2995.8185965999983
140,3011.8385965999983
141,3027.8585965999982
142,3043.878596599998
143,3059.898596599998
144,3075.918596599998
145,3091.938596599998
146,3107.958596599998
147,3123.978596599998
148,3139.998596599998
149,3156.018596599998
150,3172.038596599998
151,3188.058596599998
152,3204.078596599998
153,3220.098596599998
154,3236.118596599998
155,3252.138596599998
156,3268.158596599998
157,3284.178596599998
158,3300.198596599998
159,3316.218596599998
160,3332.238596599998
161,3348.258596599998
162,3364.278596599998
163,3380.298596599998
164,3396.318596599998
165,3412.338596599998
166,3428.358596599998
167,3444.3785965999978
168,3460.3985965999977
169,3476.4185965999977
170,3492.4385965999977
171,3508.4585965999977
172,3524.4785965999977
173,3540.4985965999977
174,3556.5185965999976
175,3572.5385965999976
176,3588.5585965999976
177,3604.5785965999976
178,3620.5985965999976
179,3636.6185965999975
180,3652.6385965999975
181,3668.6585965999975
182,3684.6785965999975
183,3700.6985965999975
184,3716.7185965999975
185,3732.7385965999974
186,3748.7585965999974
187,3764.7785965999974
188,3780.7985965999974
189,3796.8185965999974
190,3812.8385965999973
191,3828.8585965999973
192,3844.8785965999973
193,3860.8985965999973
194,3876.9185965999973
195,3892.9385965999973
196,3908.9585965999972
197,3924.978596599997
198,3940.998596599997
199,3957.018596599997
200,3973.038596599997
201,3989.058596599997
202,4005.078596599997
203,4021.098596599997
204,4037.118596599997
205,4053.138596599997
206,4069.158596599997
207,4085.178596599997
208,4101.1985965999975
209,4117.218596599998
210,4133.238596599998
211,4149.258596599999
212,4165.278596599999
213,4181.2985966
214,4197.3185966
215,4213.3385966000005
216,4229.358596600001
217,4245.378596600001
218,4261.398596600002
219,4277.418596600002
220,4293.438596600003
221,4309.458596600003
222,4325.478596600004
223,4341.498596600004
224,4357.5185966000045
225,4373.538596600005
226,4389.558596600005
227,4405.578596600006
228,4421.598596600006
229,4437.618596600007
230,4453.638596600007
231,4469.6585966000075
232,4485.678596600008
233,4501.698596600008
234,4517.718596600009
235,4533.738596600009
236,4549.75859660001
237,4565.77859660001
238,4581.798596600011
239,4597.818596600011
240,4613.838596600011
241,4629.858596600012
242,4645.878596600012
243,4661.898596600013
244,4677.918596600013
245,4693.938596600014
246,4709.958596600014
247,4725.9785966000145
248,4741.998596600015
249,4758.018596600015
