RoundNumber,TemperatureSensor2MeasuredRoomTemperature
0,17.7
1,20.252294107216763
2,18.86057291664408
3,18.56614857030578
4,19.171954930389838
5,20.83143648391583
6,18.876600202298125
7,18.556393108582242
8,20.270610158504315
9,18.67119093717561
10,18.605077853878463
11,20.757980459486205
12,18.56818125528014
13,20.299614185456598
14,18.30992488167822
15,20.26971784028625
16,18.2796264990494
17,19.893708359458916
18,18.270578345032373
19,20.118086730244354
20,18.233482987050444
21,20.368199571739027
22,19.20351290369562
23,19.956214347801392
24,19.069218753154484
25,20.125168250822906
26,19.052787871968953
27,20.630276214706136
28,18.88148705735284
29,19.564068870029896
