RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,20.275361713276823
2,18.860014453210507
3,18.57673172852495
4,19.173907460572487
5,20.833704446969325
6,18.86873385715089
7,18.566912234702293
8,20.271365262428553
9,18.655934596239913
10,18.613643814630024
11,20.75777114420047
12,18.55335982934489
13,20.313085390457005
14,18.136704528664662
15,20.387471854159173
16,18.156873400610316
17,18.323965930186652
18,20.061559966130027
19,18.5184625330267
20,19.91482988828215
21,18.722582359391822
22,20.600824543644894
23,18.452770021682465
24,20.526377257174047
25,18.64874172889217
26,20.25718992133416
27,19.3095564605087
28,20.151517875939255
29,18.56520963870104
