RoundNumber,PricePerEnergyAccumulated
0,0
1,40.5623550495
2,55.172209665
3,81.54884173139999
4,146.49108153240002
5,181.63016843740002
6,195.0698409937
7,254.91723582370003
8,288.7140105052
9,302.71289310640003
10,368.4801878164
11,409.1483442484
12,468.0606535732
13,509.29816850545
14,560.3281411162
15,595.9575007034499
16,644.59949461075
17,675.77806069795
18,719.8342103647
19,750.9105654355
20,793.7402723524
21,823.96041736675
22,863.80116280915
23,900.16323978535
24,945.51500148235
25,980.93901001375
26,1024.8041980351
27,1059.3125598559
28,1102.99790175715
29,1139.78551448215
