RoundNumber,RoomTemperature
0,17.7
1,20.274729375041428
2,18.857930321894756
3,18.577897503807012
4,19.17392293810402
5,20.834076307887532
6,18.86670618004236
7,18.569524814170382
8,20.271489065262568
9,18.651657489140504
10,18.61601070578573
11,20.758939914979162
12,18.557922984344806
13,20.310284501558115
14,18.138655904695714
15,20.38698063492245
16,18.158420871639272
17,18.323351834502887
18,20.061276651504865
19,18.518395713710408
20,19.914669323377044
21,18.722648495842034
22,20.60071891287331
23,18.452819212187734
24,20.526178644122396
25,18.912297235547058
26,20.369933711399113
27,19.3586472202409
28,20.17198807733058
29,18.574659995388664
