RoundNumber,PricePerEnergyAccumulated
0,0
1,20.02317625
2,28.37099455
3,44.52562695
4,84.84718395
5,105.95693295000001
6,114.51632655
7,154.77779655
8,176.33042005000001
9,185.11030315000002
10,225.45598115
11,247.86435440000002
12,281.4819524
13,304.48283615
14,338.62210175
15,362.45324375
16,372.85521245
17,413.82055645
18,436.34744145
19,466.88432190000003
20,488.41465395000006
21,518.94751965
22,540.4813893
23,571.0109167500001
24,592.54895925
25,621.58704105
26,644.6159511000001
27,673.6500891000001
28,696.68300805
29,725.7131178
