RoundNumber,PricePerEnergy
0,0
1,32.45471199759999
2,27.022691799000004
3,65.09669200649999
4,64.87776289799999
5,64.413651744
6,24.735639621600004
7,24.118523026199995
8,24.128743212
9,24.222949127999996
10,26.455319604000007
11,69.87816345600001
12,70.94645884799999
13,71.07113285999999
14,68.7633686235
15,68.1473061
16,65.65160330100001
17,59.712910704
18,59.55093395550001
19,59.580291069
20,57.95733653100001
21,57.99199133249999
22,56.739356352
23,65.3368559805
24,64.66241390399999
25,63.699942744
26,62.632907500499996
27,62.132080122
28,62.46085765499999
29,62.301609000000006
30,61.17194448000001
31,60.76240340850001
32,60.75774378
33,60.701578119000004
34,62.99326908
35,63.872241282000005
36,63.424755000000005
37,64.10118555000001
38,66.726968706
39,66.81937604400001
40,66.87182000700001
41,66.88870807499998
42,67.521335535
43,67.03381885499999
44,66.94468605
45,67.0713960915
46,69.092600076
47,67.895301141
48,67.26692950200001
49,66.76316711999999
50,67.439268
51,63.69977506499998
52,60.292465506
53,58.817688407999995
54,59.963463009
55,59.54691541049999
56,59.052347108999996
57,59.00669207999999
58,59.944021164000006
59,60.118532855999995
60,60.53107017600001
61,60.700622215500005
62,61.562297537999996
63,61.709875739999994
64,61.76262927599999
65,61.868760093000006
66,61.79435017199999
67,61.966306773
68,62.1099425475
69,62.28492384599999
70,62.399495204999994
71,62.443500952499996
72,62.538093071999995
73,62.51581323
74,64.646151345
75,64.65682983599999
76,64.7181269235
77,64.53557545500001
78,63.17762383800001
79,61.72633483199999
80,61.348064193000006
81,61.238045857500005
82,61.336469376
83,61.39792323
84,61.49807910000001
85,63.30416982749999
86,65.88492854399999
87,64.37013619049999
88,71.188711488
89,71.253257904
90,72.36864485999999
91,68.54380253549999
92,69.17329665000001
93,69.9746414805
94,70.509711384
95,71.64150580799999
96,72.335110239
97,73.270025262
98,74.30199829200001
99,74.97831663
