RoundNumber,PricePerEnergyAccumulated
0,0
1,32.45471199759999
2,59.4774037966
3,124.5740958031
4,189.45185870109998
5,253.86551044509997
6,278.6011500667
7,302.71967309289994
8,326.84841630489996
9,351.07136543289994
10,377.52668503689995
11,447.4048484929
12,518.3513073409
13,589.4224402009
14,658.1858088244
15,726.3331149244001
16,791.9847182254001
17,851.6976289294001
18,911.2485628849001
19,970.8288539539001
20,1028.7861904849
21,1086.7781818174
22,1143.5175381694
23,1208.8543941499001
24,1273.5168080539001
25,1337.2167507979002
26,1399.8496582984003
27,1461.9817384204002
28,1524.4425960754002
29,1586.7442050754003
30,1647.9161495554004
31,1708.6785529639003
32,1769.4362967439004
33,1830.1378748629004
34,1893.1311439429003
35,1957.0033852249003
36,2020.4281402249003
37,2084.5293257749004
38,2151.2562944809006
39,2218.0756705249005
40,2284.9474905319007
41,2351.836198606901
42,2419.357534141901
43,2486.391352996901
44,2553.336039046901
45,2620.407435138401
46,2689.500035214401
47,2757.395336355401
48,2824.662265857401
49,2891.425432977401
50,2958.8647009774013
51,3022.564476042401
52,3082.856941548401
53,3141.674629956401
54,3201.638092965401
55,3261.185008375901
56,3320.237355484901
57,3379.244047564901
58,3439.188068728901
59,3499.306601584901
60,3559.837671760901
61,3620.538293976401
62,3682.100591514401
63,3743.810467254401
64,3805.573096530401
65,3867.4418566234012
66,3929.2362067954014
67,3991.202513568401
68,4053.312456115901
69,4115.597379961901
70,4177.996875166901
71,4240.440376119401
72,4302.978469191401
73,4365.494282421401
74,4430.140433766402
75,4494.7972636024015
76,4559.515390525901
77,4624.050965980901
78,4687.228589818901
79,4748.954924650901
80,4810.302988843901
81,4871.541034701401
82,4932.877504077402
83,4994.2754273074015
84,5055.773506407401
85,5119.077676234901
86,5184.962604778902
87,5249.332740969401
88,5320.521452457401
89,5391.774710361401
90,5464.143355221401
91,5532.687157756901
92,5601.860454406901
93,5671.835095887402
94,5742.344807271402
95,5813.986313079402
96,5886.321423318402
97,5959.591448580401
98,6033.893446872402
99,6108.871763502402
