RoundNumber,TemperatureSensor2MeasuredRoomTemperature
0,17.7
1,18.57189475841929
2,19.256712301148923
3,18.759210502111408
4,19.25052910270243
5,19.157811211753135
6,19.273397172094143
7,18.76061366251792
8,18.640056586987033
9,19.068926141826193
10,18.8171515067478
11,19.1298835050706
12,18.960884345014847
13,18.82534176239913
14,18.57837927901069
15,18.918797180857336
16,18.59968718642137
17,18.56559886601962
18,18.60357067053713
19,18.796274699733413
20,18.566244538913477
21,19.047448646782605
22,19.270295584820193
23,18.77694644868505
24,19.199249291039255
25,18.974547648995486
26,19.192177321629558
27,19.484334073917378
28,19.015863728272894
29,18.71109203675406
30,19.316242290181663
31,18.86707470396934
32,19.290209004626966
33,19.28929100371082
34,19.554121406144844
35,19.434698568975797
36,18.831850790978482
37,19.290307601209985
38,19.54676084249307
39,19.069070531821424
40,19.0148422981332
41,18.86895408847673
42,18.991177459164497
43,18.73161637036841
44,19.14803906604131
45,19.02257933373481
46,19.2264360843653
47,18.733569385962873
48,19.26304101746256
49,19.31543439390948
50,18.843557040437716
51,18.803193466830855
52,19.107837407677312
53,18.62674243987806
54,18.82454247787844
55,18.683829715351507
56,18.57731959404798
57,19.12994627908947
58,19.18501052294319
59,18.946598989121256
60,18.856106204243552
61,18.725600573544288
62,19.29625937258781
63,19.223651094627815
64,19.09555669844911
65,18.845760542393684
66,18.884602785608664
67,18.76356761425819
68,19.0768193310791
69,18.60120480104886
70,18.618247633529403
71,18.663157985546004
72,19.159262466330503
73,19.09404218675951
74,18.9079337033287
75,18.988081312203814
76,18.937206455588598
77,19.233956254770703
78,19.430222237300455
79,19.187725295511473
80,19.043996551906574
81,19.07158919830164
82,18.946166410618346
83,19.190302642019574
84,18.94612174239159
85,18.70179856841931
86,18.787184490754523
87,18.61809790943361
88,18.90226044848413
89,18.547471374739384
90,18.75767358409084
91,19.011648894811323
92,18.682445831937855
93,19.0450763933483
94,18.963662447185285
95,19.015421272575026
96,18.931450009851396
97,18.47845895136986
98,18.91657814811729
99,19.08431008010592
