RoundNumber,PricePerEnergyAccumulated
0,0
1,40.56124277549999
2,55.359789217499994
3,81.8098227351
4,146.8969300251
5,182.6337109426
6,232.3912494526
7,266.7033313981
8,317.52726736209996
9,349.47245134329995
10,398.94073286829996
11,436.1464594987
12,488.90568093549996
13,526.1396742365499
14,577.1509132662999
15,612.7992518142999
16,659.0574262799498
17,692.4026770487499
18,734.2996559309498
19,767.5352850329498
20,808.2654482577998
21,840.5852297726498
22,880.4101771838498
23,916.7902066794998
24,959.8048657074997
25,997.5299401734998
26,1039.1345154285998
27,1075.8841098744997
28,1117.3179032229998
29,1154.1220853979999
