RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,20.24767908426654
2,18.86519072000945
3,18.561169626211584
4,19.171472644952658
5,20.830241375610367
6,18.88961510623699
7,20.237690784772504
8,18.372724929625722
9,20.42224878307455
10,18.499311378073557
11,20.46152050486218
12,18.635123721412818
13,20.154020593536217
14,18.24944287889498
15,19.978240937768287
16,18.42000122144668
17,19.688194896108243
18,18.448220921976276
19,19.9283193838009
20,18.710507745549183
21,20.014534268237135
22,19.34732584843694
23,19.72199407463312
24,19.264686684842573
25,19.912884590422046
26,19.582863981193
27,18.51477619065813
28,19.1863661874953
29,20.494506436041295
