RoundNumber,Cycle_Duration_(ms)
0,17797
1,15492
2,550
3,507
4,15540
5,14814
6,14761
7,14690
8,14974
9,17540
10,13839
11,13083
12,13041
13,17685
14,14373
15,12145
16,12686
17,12609
18,13019
19,12893
20,13170
21,12570
22,12376
23,12631
24,12405
25,12610
26,12757
27,12081
28,12593
29,12471
