RoundNumber,EnergyConsumptionAccumulated
0,0
1,20.020356749999998
2,28.876458749999998
3,45.233931549999994
4,85.96428655
5,108.49693529999999
6,142.13962529999998
7,165.33913979999997
8,199.70285579999998
9,221.22926009999998
10,251.76523634999998
11,273.29632814999997
12,303.82828499999994
13,325.36327244999995
14,355.89064469999994
15,377.4304262999999
16,406.4688283499999
17,429.4973164499999
18,458.5319518499999
19,481.5642658499999
20,510.5950307999999
21,533.6312257499999
22,562.6581553499999
23,585.6980726999999
24,613.2362666999999
25,637.7649236999998
26,665.2993877999999
27,689.8318273499999
28,717.3625870499999
29,741.8987084999999
