RoundNumber,RoomHumidity
0,10.2
1,44.86736487699772
2,59.33429185429514
3,65.45687495376657
4,39.56474780385241
5,56.78305933495447
6,35.86630641409918
7,55.254240144978155
8,35.888224948877586
9,52.45114284416572
10,36.506123233349776
11,52.790265696380736
12,36.65293999982655
13,52.90991519246426
14,36.998336349218384
15,53.83349469692146
16,39.75918287154469
17,52.22055142470842
18,39.3307461564199
19,51.331358490883794
20,38.14183083733456
21,51.2889343113192
22,38.90423619172984
23,51.35893630586588
24,41.375215472011305
25,49.42355536410577
26,40.4952581887614
27,48.98619610654287
28,40.52569157841667
29,49.0993489922388
