RoundNumber,PricePerEnergyAccumulated
0,0
1,32.453740327999995
2,59.617973179399996
3,86.0928489914
4,150.6573863114
5,177.8419033802
6,202.3238140442
7,262.3424275277
8,294.3264791702
9,307.5779048066
10,373.0322900366
11,411.2669502926
12,427.13855477899995
13,497.16482181699996
14,528.2840981145999
15,556.6706673826
16,622.2554435371
17,649.9290892795
18,674.9507759461
19,734.6283461385999
20,762.1543567623999
21,786.7950153897999
22,843.8437776357999
23,875.7324421348
24,903.50211487
25,967.775951548
26,999.0967757902
27,1032.0375392577
28,1083.9561888657
29,1110.9876729656999
