RoundNumber,PricePerEnergy
0,0
1,32.453740327999995
2,27.1642328514
3,26.474875812000004
4,64.56453732
5,27.184517068799998
6,24.481910664000004
7,60.018613483500005
8,31.984051642500006
9,13.251425636399999
10,65.45438523000001
11,38.234660256
12,15.871604486399999
13,70.02626703800001
14,31.119276297599995
15,28.386569268
16,65.5847761545
17,27.673645742399998
18,25.021686666599997
19,59.6775701925
20,27.5260106238
21,24.640658627400004
22,57.04876224600001
23,31.888664499
24,27.769672735200004
25,64.27383667800001
26,31.320824242199993
27,32.9407634675
28,51.918649608
29,27.031484099999993
