RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,18.568408191286764
2,19.25573410752796
3,18.75834494849035
4,19.250972945389314
5,19.15667690231484
6,19.2719827787412
7,18.757947572024445
8,18.641173763293004
9,19.073304015021353
10,18.818085226575636
11,19.132556267900522
12,18.96013457125793
13,18.825648865084368
14,18.581492309678314
15,18.927948651053637
16,18.604991437641353
17,18.57649974234559
18,18.61809119627981
19,18.811959232381085
20,18.577860679251593
21,19.064325896288512
22,19.275422041780075
23,18.78224054132
24,19.198940769122093
25,18.976758891537227
26,19.192821395119616
27,19.486969851455875
28,19.02304843631001
29,18.714384318508298
