RoundNumber,RoomHumidity
0,10.2
1,46.593669433181425
2,60.576792493688494
3,37.70455092074675
4,53.65830563241582
5,42.78366328127016
6,46.669101394611026
7,60.45691402023909
8,60.992902690151624
