RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.019492
2,32.1295424
3,72.3065459
4,88.7491985
5,129.01416650000002
6,169.62000200000003
7,186.33949280000002
8,226.7098583
9,243.7215257
10,260.1450497
11,300.72855020000003
12,342.1515812
13,383.5947092
14,401.3137856
15,418.02233060000003
16,434.739251
17,475.53672500000005
18,493.59877400000005
19,510.43991960000005
20,527.3022314000001
21,568.2434594000001
22,610.5715484000001
23,629.0314994000001
24,646.0287878000001
25,663.0344318000001
26,704.1106973000001
27,746.7895928
28,789.4938818
29,832.2212378
30,874.9721558
31,917.7387158
32,936.6289886000001
33,977.8668116000001
34,997.0668902000001
35,1014.3583274000001
36,1031.6575064
37,1048.9668824
38,1066.283525
39,1107.664322
40,1151.1143285
41,1194.5856695
42,1238.078345
43,1281.589583
44,1301.2335788
45,1318.7056712
46,1336.1860598
47,1353.6752396000002
48,1371.1716860000001
49,1412.728802
50,1456.6252985
51,1500.5498120000002
52,1544.4982340000001
53,1564.5663764
54,1582.2019376
55,1599.8439932
56,1617.4937708000002
57,1635.1560818000003
58,1652.8254812000002
59,1670.5024442000001
60,1688.1867728000002
61,1705.8780116000003
62,1723.5770120000002
63,1741.2846056000003
64,1759.0011488000002
65,1776.7245626000001
66,1794.4559954000001
67,1812.1998824000002
68,1829.9517884000002
69,1847.7128024
70,1865.4815780000001
71,1883.2573430000002
72,1901.0403746000002
73,1918.8310292
74,1936.6313066
75,1954.4388902
76,1972.2537008000002
77,1990.0791044000002
78,2007.9139724000001
79,2025.7581464000002
80,2043.6116660000002
81,2061.4743728000003
82,2079.3472568
83,2097.2269124000004
84,2115.1137554000006
85,2133.0086174000007
86,2150.912567600001
87,2168.824596200001
88,2186.747000000001
89,2204.677739600001
90,2222.616518000001
91,2240.5630778000013
92,2258.5179140000014
93,2276.4819374000012
94,2294.459009000001
95,2312.446574600001
96,2330.445327200001
97,2346.465327200001
98,2362.485327200001
99,2378.505327200001
100,2394.525327200001
101,2410.545327200001
102,2426.565327200001
103,2442.585327200001
104,2458.605327200001
105,2474.625327200001
106,2490.645327200001
107,2506.665327200001
108,2522.6853272000008
109,2538.7053272000007
110,2554.7253272000007
111,2570.7453272000007
112,2586.7653272000007
113,2602.7853272000007
114,2618.8053272000006
115,2634.8253272000006
116,2650.8453272000006
117,2666.8653272000006
118,2682.8853272000006
119,2698.9053272000006
120,2714.9253272000005
121,2730.9453272000005
122,2746.9653272000005
123,2762.9853272000005
124,2779.0053272000005
125,2795.0253272000004
126,2811.0453272000004
127,2827.0653272000004
128,2843.0853272000004
129,2859.1053272000004
130,2875.1253272000004
131,2891.1453272000003
132,2907.1653272000003
133,2923.1853272000003
134,2939.2053272000003
135,2955.2253272000003
136,2971.2453272000002
137,2987.2653272000002
138,3003.2853272
139,3019.3053272
140,3035.3253272
141,3051.3453272
142,3067.3653272
143,3083.3853272
144,3099.4053272
145,3115.4253272
146,3131.4453272
147,3147.4653272
148,3163.4853272
149,3179.5053272
150,3195.5253272
151,3211.5453272
152,3227.5653272
153,3243.5853272
154,3259.6053272
155,3275.6253272
156,3291.6453272
157,3307.6653272
158,3323.6853272
159,3339.7053272
160,3355.7253272
161,3371.7453272
162,3387.7653272
163,3403.7853271999998
164,3419.8053271999997
165,3435.8253271999997
166,3451.8453271999997
167,3467.8653271999997
168,3483.8853271999997
169,3499.9053271999996
170,3515.9253271999996
171,3531.9453271999996
172,3547.9653271999996
173,3563.9853271999996
174,3580.0053271999996
175,3596.0253271999995
176,3612.0453271999995
177,3628.0653271999995
178,3644.0853271999995
179,3660.1053271999995
180,3676.1253271999994
181,3692.1453271999994
182,3708.1653271999994
183,3724.1853271999994
184,3740.2053271999994
185,3756.2253271999994
186,3772.2453271999993
187,3788.2653271999993
188,3804.2853271999993
189,3820.3053271999993
190,3836.3253271999993
191,3852.3453271999992
192,3868.3653271999992
193,3884.385327199999
194,3900.405327199999
195,3916.425327199999
196,3932.445327199999
197,3948.465327199999
198,3964.485327199999
199,3980.505327199999
200,3996.525327199999
201,4012.545327199999
202,4028.565327199999
203,4044.585327199999
204,4060.605327199999
205,4076.625327199999
206,4092.645327199999
207,4108.665327199999
208,4124.6853272
209,4140.7053272
210,4156.725327200001
211,4172.745327200001
212,4188.765327200002
213,4204.785327200002
214,4220.8053272000025
215,4236.825327200003
216,4252.845327200003
217,4268.865327200004
218,4284.885327200004
219,4300.905327200005
220,4316.925327200005
221,4332.9453272000055
222,4348.965327200006
223,4364.985327200006
224,4381.005327200007
225,4397.025327200007
226,4413.045327200008
227,4429.065327200008
228,4445.085327200009
229,4461.105327200009
230,4477.125327200009
231,4493.14532720001
232,4509.16532720001
233,4525.185327200011
234,4541.205327200011
235,4557.225327200012
236,4573.245327200012
237,4589.2653272000125
238,4605.285327200013
239,4621.305327200013
240,4637.325327200014
241,4653.345327200014
242,4669.365327200015
243,4685.385327200015
244,4701.405327200016
245,4717.425327200016
246,4733.445327200016
247,4749.465327200017
248,4765.485327200017
249,4781.505327200018
250,4797.525327200018
251,4813.545327200019
252,4829.565327200019
253,4845.5853272000195
254,4861.60532720002
255,4877.62532720002
256,4893.645327200021
257,4909.665327200021
258,4925.685327200022
259,4941.705327200022
260,4957.725327200023
261,4973.745327200023
262,4989.765327200023
263,5005.785327200024
264,5021.805327200024
265,5037.825327200025
266,5053.845327200025
267,5069.865327200026
268,5085.885327200026
269,5101.9053272000265
270,5117.925327200027
271,5133.945327200027
272,5149.965327200028
273,5165.985327200028
274,5182.005327200029
275,5198.025327200029
276,5214.0453272000295
277,5230.06532720003
278,5246.08532720003
279,5262.105327200031
280,5278.125327200031
281,5294.145327200032
282,5310.165327200032
283,5326.185327200033
284,5342.205327200033
285,5358.2253272000335
286,5374.245327200034
287,5390.265327200034
288,5406.285327200035
289,5422.305327200035
290,5438.325327200036
291,5454.345327200036
292,5470.3653272000365
293,5486.385327200037
294,5502.405327200037
