RoundNumber,RoomHumidity
0,10.2
1,48.999003447208096
2,48.67497071835205
3,48.78976691533952
4,49.16050252618505
5,49.52910306735349
6,48.90187416861987
7,50.036192537537175
8,49.666303605896246
9,49.071753576296295
10,50.030567577053354
11,49.47413217023977
12,50.039144868534585
13,49.854320249775476
14,50.64262548199816
15,50.65221350743424
16,50.69314073594123
17,50.81148385648703
18,50.964283527012086
19,48.075020382667674
