RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.019364
2,32.1521448
3,48.3292974
4,64.5103704
5,80.7388644
6,96.9717738
7,113.2651722
8,129.562392
9,145.86380939999998
10,162.17019659999997
11,178.48171199999996
12,194.79774179999995
13,211.11820679999994
14,227.44354259999994
15,243.77420459999993
16,260.1097967999999
17,276.45027959999993
18,292.79577179999995
19,309.14560019999993
20,325.5001211999999
21,341.8600475999999
22,358.2247061999999
23,374.5939385999999
24,390.96711119999986
25,407.34535259999984
26,423.7280489999998
27,440.1155567999998
28,456.5082323999998
29,472.9059965999998
30,489.3086711999998
31,505.71591959999984
32,522.1289891999999
33,538.5462563999998
34,554.9686517999999
35,571.3965515999998
36,587.8297973999998
37,604.2680921999998
38,620.7109805999999
39,637.1607989999999
40,653.6159633999998
41,670.0756421999998
42,686.5405679999998
43,703.0106219999998
44,719.4858635999998
45,735.9665105999998
46,752.4524639999997
47,768.9432089999997
48,785.4396365999996
49,801.9431327999996
50,818.4513215999996
51,834.9646583999996
52,851.4834401999997
53,868.0072313999997
54,884.5358141999997
55,901.0707725999997
56,917.6111363999997
57,934.1574995999997
58,950.7094067999997
59,967.2667193999997
60,983.8292591999997
61,1000.3973825999997
62,1016.9712479999997
63,1033.5506771999997
64,1050.1353533999998
65,1066.7265239999997
66,1083.3246443999997
67,1099.9291799999996
68,1116.5396951999996
69,1133.1556157999996
70,1149.7769219999996
71,1166.4051581999995
72,1183.0387403999996
73,1199.6782229999997
74,1216.3244969999996
75,1232.9774039999995
76,1249.6351421999996
77,1266.3001469999995
78,1282.9708937999994
79,1299.6475013999993
80,1316.3300291999994
81,1333.0193681999995
82,1349.7147461999994
83,1366.4177669999995
84,1383.1263317999994
85,1399.8407771999994
86,1416.5621525999993
87,1433.2909331999992
88,1450.0249409999992
89,1466.766512399999
90,1483.514617799999
91,1500.269910599999
92,1517.032093799999
93,1533.800434799999
94,1550.575448399999
95,1567.357273199999
96,1584.1450379999992
97,1600.9407623999991
98,1617.743416799999
99,1634.553337799999
