RoundNumber,EnergyConsumption
0,0
1,16.019364
2,16.1327808
3,16.1771526
4,16.181073
5,16.228494
6,16.232909399999997
7,16.2933984
8,16.2972198
9,16.301417400000002
10,16.3063872
11,16.3115154
12,16.3160298
13,16.320465
14,16.3253358
15,16.330662
16,16.3355922
17,16.3404828
18,16.345492200000002
19,16.3498284
20,16.354521
21,16.3599264
22,16.3646586
23,16.3692324
24,16.3731726
25,16.3782414
26,16.3826964
27,16.3875078
28,16.392675600000004
29,16.3977642
30,16.4026746
31,16.4072484
32,16.4130696
33,16.417267199999998
34,16.4223954
35,16.4278998
36,16.4332458
37,16.438294799999998
38,16.4428884
39,16.449818399999998
40,16.4551644
41,16.459678799999995
42,16.4649258
43,16.470053999999998
44,16.4752416
45,16.480646999999998
46,16.485953400000003
47,16.490745
48,16.4964276
49,16.5034962
50,16.508188799999996
51,16.5133368
52,16.518781800000003
53,16.523791199999998
54,16.5285828
55,16.534958400000004
56,16.540363799999998
57,16.546363200000002
58,16.551907200000002
59,16.557312599999996
60,16.562539800000003
61,16.5681234
62,16.573865400000003
63,16.5794292
64,16.5846762
65,16.5911706
66,16.5981204
67,16.604535600000002
68,16.610515200000002
69,16.6159206
70,16.6213062
71,16.628236200000003
72,16.6335822
73,16.6394826
74,16.646274000000002
75,16.652907
76,16.6577382
77,16.6650048
78,16.6707468
79,16.6766076
80,16.682527800000003
81,16.689339000000004
82,16.695378
83,16.7030208
84,16.7085648
85,16.7144454
86,16.721375400000003
87,16.7287806
88,16.734007800000004
89,16.741571399999998
90,16.7481054
91,16.7552928
92,16.7621832
93,16.768341000000003
94,16.775013600000005
95,16.7818248
96,16.7877648
97,16.7957244
98,16.8026544
99,16.809921
