RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,18.571467235418197
2,19.256794791928368
3,18.75888506534077
4,19.25075067641339
5,19.156896708125878
6,19.27242846973262
7,18.75863571792046
8,18.64060396766913
9,19.07123871709974
10,18.817717266248525
11,19.13088763362149
12,18.960745370662977
13,18.825442993564266
14,18.579101679358327
15,18.920748504390144
16,18.60081408653998
17,18.56760473427165
18,18.606078998030448
19,18.79885768718123
20,18.568122998670127
21,19.049978338612593
22,19.271150329112448
23,18.776186909068283
24,19.199883117199647
25,18.973944541772113
26,19.192037123382626
27,19.48343128067252
28,19.013368930842265
29,18.709992975708808
30,19.317053792729094
31,18.866028642861004
32,19.290363205046738
33,19.28805885783782
34,19.55234107881317
35,19.431539848062563
36,18.828691991389967
37,19.289730965087102
38,19.54525797536536
39,19.066100112101296
40,19.013328434343986
41,18.868270491181352
42,18.991458884633197
43,18.73176940538974
44,19.14927342174653
45,19.022430737845
46,19.226274406638332
47,18.732491391417494
48,19.263786501920183
49,19.31453901979582
50,18.8417250021729
51,18.80318580900014
52,19.10876643176546
53,18.626606997541188
54,18.826276402104742
55,18.685378826507282
56,18.579434589794396
57,19.132808336458467
58,19.18554371588136
59,18.945930848897095
60,18.856080762290677
61,18.726252648927115
62,19.297769855711913
63,19.222916512717998
64,19.094259710979397
65,18.844815744168795
66,18.88489895992506
67,18.764203945121373
68,19.078134246769995
69,18.601380523914127
70,18.620082166882444
71,18.66561216248461
72,19.16175312691783
73,19.094340797727888
74,18.907638306118525
75,18.988369809283896
76,18.937374088054284
77,19.234295129252388
78,19.429367773130338
79,19.185550885451445
80,19.0423254954506
81,19.070734254982053
82,18.945522899412367
83,19.19027715241523
84,18.9453086045958
85,18.701701267261004
86,18.78836773489015
87,18.61944897265282
88,18.90438007248114
89,18.54871415438297
90,18.76006808999118
91,19.013602821112716
92,18.68316665732926
93,19.046674354869896
94,18.96410329309258
95,19.015743957067336
96,18.93151283548496
97,18.47877708145234
98,18.918983168605102
99,19.085622347793485
