RoundNumber,RoomHumidity
0,10.2
1,44.4753917145822
2,58.86392590172532
3,65.13581335938868
4,67.86667411193393
5,69.39439540610387
6,69.40972495800108
7,70.23968909043609
8,70.21535961993236
9,69.60310005711153
10,69.98719559974455
11,69.58724087119015
12,69.9751324596665
13,69.64485762325907
14,70.28624654448546
15,70.55926637220956
16,70.3997755855749
17,70.44419520548973
18,70.60949388444898
19,69.83464138134657
20,69.53827626526905
21,69.85740559831521
22,70.32178714684592
23,69.93728723830421
24,69.86653590640749
25,69.6772329700645
26,69.70173157076965
27,69.55618957272699
28,69.86194051204708
29,69.73116255631928
30,70.38119054356774
31,70.57705210553567
32,70.35648308441156
33,69.69367224791245
34,69.74061854494249
35,69.71063576554425
36,70.02264628296227
37,69.68930893930633
38,69.52359148155662
39,69.8236343760403
40,69.46629100025339
41,70.03433827962678
42,69.87686222299764
43,70.24401769063414
44,69.65410505967047
45,70.09126517244394
46,69.71144895083188
47,69.53589207999354
48,70.11805831772408
49,69.68675800444619
50,69.4889651684484
51,69.70854398187328
52,69.44909285573387
53,69.32736289394403
54,69.94237438881802
55,69.63511616727246
56,70.02753912596525
57,70.4077844704578
58,70.1471589699734
59,70.04474121952242
60,70.39138273001662
61,70.54586571582561
62,70.69588821040115
63,70.7689540319195
64,70.5244257726243
65,69.8324393337197
66,69.63505327063166
67,69.71347327408171
68,70.32034212420294
69,70.10778172880458
70,69.7219183615724
71,69.4187935455291
72,69.55986987120284
73,69.3533335231973
74,69.47448925159495
75,69.67763230834349
76,69.58964018001
77,69.67016581283765
78,69.84820047085502
79,70.15801002194186
80,69.67004246617302
81,70.13764146106246
82,69.6996849188105
83,69.37723349272835
84,69.67878954036503
85,70.05852811832233
86,70.42102650072079
87,69.87561714552109
88,69.69808058340303
89,69.98101079854342
90,70.05818371762288
91,69.78462164636758
92,70.32119495533631
93,69.8564752762678
94,70.41016404518312
95,69.85712837179572
96,69.78978591370118
97,69.58877434341585
98,69.87320427740572
99,70.10083880414844
