RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.008845599999997
2,17.707265599999996
3,17.707265599999996
4,61.715171299999994
5,67.22460545
6,67.22460545
7,111.27960544999999
8,122.33445035
9,138.84832905
10,179.89553444999999
11,199.90044845
12,199.90044845
13,225.82266515
14,246.8492788
15,269.87461110000004
16,291.90262155000005
17,310.9230674500001
18,310.9230674500001
19,336.65431315000006
20,357.67980145000007
21,380.7062898500001
22,402.73306055000006
23,421.2571353000001
24,421.2571353000001
25,446.75125620000006
26,467.77634255000004
27,472.78599180000003
28,494.79003815000004
29,531.82332205
