RoundNumber,PricePerEnergyAccumulated
0,0
1,32.43392118559999
2,35.27198100559999
3,35.27198100559999
4,105.5966143142
5,114.3345768761
6,122.48302998395
7,187.64037498394998
8,203.99049059105
9,228.49708658185
10,294.99355932985
11,329.56205072184997
12,364.13054211384997
13,408.95005478814994
14,444.08552619729994
15,482.19245115379994
16,517.28307180065
17,544.82467746385
18,572.27118089755
19,609.40136844265
20,638.90012852755
21,671.20629175275
22,701.42702115315
23,730.6765351834
24,759.6111399429
25,798.8210978871
26,830.59000336195
27,838.0944579384501
28,871.2105476952001
29,926.7604735452002
