RoundNumber,PricePerEnergyAccumulated
0,0
1,20.0218505
2,28.3571441
3,68.53435859999999
4,89.9082801
5,98.6021088
6,138.9159713
7,161.80373555
8,171.25713875
9,211.86201475000001
10,235.5303565
11,245.3720005
12,286.1242595
13,310.52198599999997
14,320.728664
15,361.619737
16,384.1454505
17,393.65592749999996
18,429.7045075
19,452.23384174999995
20,461.74649659999994
21,497.78925179999993
22,520.3224510499999
23,529.8374349499999
24,565.8739685499999
25,588.4110365499998
26,597.9283340499999
27,633.9586924499998
28,656.4994399499998
29,666.0189602999998
