RoundNumber,RoomHumidity
0,10.2
1,45.789605141105
2,59.93587991669514
3,37.31099928033796
4,55.257318225179404
5,64.48322256983478
6,39.01056305148612
7,54.77157213150148
8,63.564929202642126
9,40.63839840400548
10,52.47910037228866
11,41.55663458634624
12,42.99395891271864
13,58.041798889135485
14,65.29417215624548
