RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.018689199999997
2,32.25522199999999
3,72.60503449999999
4,89.5928477
5,130.1055437
6,147.5136689
7,188.18536790000002
8,206.0037455
9,246.83680700000002
10,265.0574192
11,306.04813820000004
12,324.69040700000005
13,365.84884550000004
14,384.9152609
15,426.24112640000004
16,445.7294474
17,487.22295440000005
18,507.13243400000005
19,548.7854900000001
20,569.1111980000001
21,610.9298090000001
22,631.6717952000001
23,673.6633517000001
24,692.6844998000001
25,729.7320641000001
26,748.7557502000001
27,785.8007243000001
28,804.8270594
29,841.8694439000001
