RoundNumber,Cycle_Duration_(ms)
0,5455
1,4459
2,4535
3,4092
4,4345
5,4225
6,4044
7,4277
8,4103
9,4103
10,4133
11,4477
12,4239
13,4374
14,4291
15,4318
16,4430
17,4123
18,4159
19,4345
20,4268
21,4168
22,4799
23,4339
24,4359
25,4215
26,4515
27,4443
28,4307
29,4493
