RoundNumber,RoomHumidity
0,10.2
1,44.46719348763778
2,58.851386198075694
3,36.62941854724832
4,55.5236473682802
5,35.6515482372531
6,26.320141376195302
7,51.666338973889324
8,33.865446624648754
9,53.84862597604233
10,63.35175704848866
11,38.30862633501013
12,27.834144408625114
13,22.942280022224693
14,50.15995985768038
15,62.13919033551718
16,66.87580125983602
17,40.48015334077991
18,57.43574668368407
19,64.34963340007131
20,67.25793848252782
21,40.42454093078176
22,28.85261539984455
23,51.95379841240459
24,62.42870324539374
25,66.60311370532806
26,39.94802508770922
27,27.905702192631235
28,23.307372203949388
29,21.152145177206744
30,20.969141428429783
31,20.815344335480553
32,48.93648962213004
33,32.42955299427248
34,53.43407048224997
35,63.055357176303005
36,67.30967419384852
37,68.58188717785089
38,69.07582791794341
39,41.161688815835994
40,28.14644884188659
41,23.570981468430386
42,21.313812639564365
43,20.8296072735001
44,48.37271986518749
45,61.48678584134031
46,66.23001164932647
47,68.1330416071314
48,69.55844030444209
49,40.97476769157083
50,28.07005476517066
51,23.172667386827435
52,20.848437886125346
53,48.38235037938987
54,61.55358633272972
55,66.27293390185812
56,68.68676514017372
57,69.87025462447401
58,69.92451389025365
59,69.95294965499251
60,70.35384544169376
61,70.52364475638204
62,70.6769134416308
63,70.74844842287298
64,70.5018493539093
65,69.81362474766753
66,69.63069045105416
67,69.71859635417944
68,70.32778388212265
69,70.10468464621204
70,69.71863516211678
71,69.42277890395935
72,69.57256946151962
73,69.36681445190268
74,69.49225281640729
75,69.69478923552461
76,69.60266460964783
77,69.68325042386569
78,69.8597669341739
79,70.16554029356226
80,69.66995532163665
81,70.14402337663991
82,69.69953372369909
83,69.3830334542828
84,69.6932620658976
85,70.07055264829904
86,70.42463175159
87,69.86876836415544
88,69.69782367927839
89,69.98685813788968
90,70.06086589065275
91,69.78452819948157
92,70.32542709690398
93,69.85175089319515
94,70.41116578280031
95,69.84931190891787
96,69.78958430638983
97,69.59292997038489
98,69.88314505505735
99,70.10730667366421
