RoundNumber,PricePerEnergyAccumulated
0,0
1,32.4553627488
2,59.3966634798
3,124.39295919029999
4,150.7439194251
5,214.6171789401
6,274.7043973176
7,299.400926559
8,359.08331749350003
9,384.16464071430005
10,410.69318982630006
11,480.59234589030007
12,551.5796054103
13,622.6333644138
14,651.3696730626
15,678.6672629226
16,704.9515918344
17,763.7017048944
18,788.929780965
19,812.8939544034
20,836.2031741682
21,893.2829678712
22,950.4607770071999
23,978.550937841
24,1004.684324043
25,1030.4246387081998
26,1092.0805532516997
27,1154.9723845196997
28,1218.1861139096998
29,1281.2155956596998
30,1343.0919164276997
31,1404.5296393271997
32,1431.0512453831998
33,1490.7422764121998
34,1518.6106520969997
35,1544.6334201089996
36,1570.4624666849995
37,1596.5562524999996
38,1623.7165742717996
39,1689.3508998827997
40,1757.5293893087996
41,1825.7006289197996
42,1894.4989131332995
43,1962.7729565672996
44,1992.8269262162996
45,2020.2143471372997
46,2048.4218143964995
47,2076.1269462452997
48,2103.5694532988996
49,2168.9324845163997
50,2237.8654645163997
51,2302.9520583114
52,2364.5355329214
53,2391.3311559678
54,2415.880708353
55,2440.2539720916
56,2464.4124443052
57,2488.5471151404
58,2513.0568817313997
59,2537.6290316225995
60,2562.3545277473995
61,2587.1438115071996
62,2612.2757819903995
63,2637.4532358815995
64,2662.6434767711994
65,2687.8630493591995
66,2713.0447515419996
67,2738.2920962435996
68,2763.5865852563998
69,2788.945088832
70,2814.335322183
71,2839.738145067
72,2865.1716305262
73,2890.5823864997997
74,2916.844918983
75,2943.1045885661997
76,2969.3793558077996
77,2995.5610528037996
78,3021.1795024865996
79,3046.1987221811996
80,3071.0568672305994
81,3095.8573469849994
82,3120.689964929399
83,3145.535657566199
84,3170.413826458199
85,3196.009151080199
86,3222.640048703399
87,3248.6506027091987
88,3277.4087020499987
89,3306.182053409999
90,3335.394871112399
91,3363.053003409599
92,3390.9577028855992
93,3419.1792436139995
94,3447.6107408891994
95,3476.4842644091996
96,3505.6234024091996
97,3535.1320052447995
98,3565.0479245327997
99,3595.2326868888
