RoundNumber,RoomTemperature
0,17.7
1,18.575840676436403
2,19.257952050064805
3,18.760087743518888
4,19.250732516495894
5,19.157892041715364
6,19.273599067466506
7,18.760803400139093
8,18.64020716557087
9,19.069358272162273
10,18.817267018272055
11,19.129980684991633
12,18.960898887426005
13,18.82534450343672
14,18.578484058374215
15,18.91905307868095
16,18.5998205658491
17,18.566137423893633
18,18.604675579898796
19,18.797516395816437
20,18.56715716085621
21,19.049042980724195
22,19.270828428108302
23,18.776165985405918
24,19.199750287130847
25,18.974029725339886
26,19.19207583712383
27,19.483453257777043
28,19.013414470487508
29,18.71001402056819
30,19.316986984313044
31,18.866123996854853
32,19.290467081234866
33,19.287706695173284
34,19.55151871044065
35,19.42994501070137
36,18.82708034101515
37,19.289425242100243
38,19.544563321394794
39,19.064258902701773
40,19.012395202918736
41,18.867854668214434
42,18.99162398664386
43,18.731857062000778
44,19.150179292181143
45,19.0223327223022
46,19.226167449589624
47,18.731808740941922
48,19.264250047944902
49,19.31378257815066
50,18.84035444121563
51,18.80313745439753
52,19.109346726208674
53,18.626415560562844
54,18.82760765908764
55,18.68655039808575
56,18.58103728509245
57,19.134916951819093
58,19.18595278119813
59,18.945501272951102
60,18.856080067407635
61,18.726695080178974
62,19.298769412080617
63,19.222482954270145
64,19.093475634117738
65,18.844257407624166
66,18.885066929670284
67,18.764543293755228
68,19.078789683101895
69,18.601486256851363
70,18.62090001158403
71,18.66661964347503
72,19.162726529824678
73,19.094469519973785
74,18.9075592820326
75,18.988456393136428
76,18.937422023754962
77,19.234374362915386
78,19.42919149641386
79,19.185181856522952
80,19.042076356468783
81,19.070622062539385
82,18.945457684694432
83,19.190256418240402
84,18.945295597909844
85,18.70168944379885
86,18.788316624381803
87,18.61936051671991
88,18.904184100269962
89,18.54858280680622
90,18.759674398145027
91,19.013240442969217
92,18.68303667215492
93,19.04630163331555
94,18.96400812694206
95,19.01566150953858
96,18.93150323557927
97,18.478657665329457
98,18.917954749263384
99,19.08505546916147
