RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.0194288
2,32.1422898
3,72.3378963
4,88.8278589
5,129.1010364
6,169.7279589
7,186.4260855
8,226.779291
9,243.6804522
10,260.05609979999997
11,300.50700029999996
12,341.58759029999993
13,382.6828817999999
14,399.8799545999999
15,416.3739665999999
16,432.8738591999999
17,473.4471416999999
18,490.9302158999999
19,507.5374046999999
20,524.1512462999999
21,564.8353473
22,606.5101353
23,624.2999775
24,641.0306985
25,657.7669238999999
26,698.5716323999999
27,740.5554983999999
28,782.5579763999999
29,824.5776308999999
30,866.6131748999999
31,908.6650043999999
32,926.830488
33,967.7708385
34,986.2023039
35,1003.1884448999999
36,1020.1812386999999
37,1037.1804476999998
38,1054.1875370999999
39,1095.2603316
40,1137.9252185999999
41,1180.6122816
42,1223.3176101
43,1266.0422930999998
44,1284.8849073
45,1302.0342002999998
46,1319.1920271
47,1336.3575363
48,1353.5305695
49,1394.769075
50,1437.8521875
51,1480.955892
52,1524.0815745
53,1543.3313037
54,1560.6441051
55,1577.9669649
56,1595.2972893
57,1612.6354149000001
58,1629.9813219
59,1647.3345351
60,1664.6979453000001
61,1682.0695527
62,1699.4498919
63,1716.8376363
64,1734.2342115
65,1751.6390235
66,1769.0537553
67,1786.4777336999998
68,1803.9101864999998
69,1821.3506979
70,1838.8010301
71,1856.2600149
72,1873.7280681
73,1891.2045165
74,1908.6895580999999
75,1926.1843413
76,1943.6891828999999
77,1961.2020237
78,1978.7249031
79,1996.2576428999998
80,2013.8004411
81,2031.3520899
82,2048.9140545
83,2066.4852657
84,2084.0670105
85,2101.6582989
86,2119.2596853
87,2136.8700807
88,2154.4914651
89,2172.1221950999998
90,2189.7627854999996
91,2207.4131571
92,2225.0743592999997
93,2242.7459565
94,2260.4272359
95,2278.1193459
96,2295.8223459
97,2313.5345925
98,2331.2572935000003
99,2348.9921715000005
