RoundNumber,Cycle_Duration_(ms)
0,12361
1,767
2,658
3,13986
4,506
5,693
6,14441
7,405
8,427
9,13320
10,466
11,486
12,13578
13,384
14,433
15,14311
16,426
17,427
18,13410
19,433
20,473
21,14473
22,485
23,576
24,13361
25,441
26,469
27,13283
28,410
29,469
