RoundNumber,PricePerEnergyAccumulated
0,0
1,40.56424378799999
2,54.50300458439999
3,119.4780246174
4,153.6924610449
5,167.5132958025
6,227.15182995000004
7,259.94989989825
8,273.40051010325
9,333.45400704725
10,370.50292914725003
11,386.82059661605
12,456.97807399205004
13,497.7506219218001
14,514.1237777314001
15,581.5411733889001
16,620.2887458476501
17,635.0151586684501
18,694.0013738524501
19,726.5051057787001
20,739.8478016133001
21,790.4253011825001
22,821.3349512965001
23,836.3550252121001
24,892.6548322569001
25,927.3097299754002
26,941.6861687132501
27,995.6707859228502
28,1029.5873744941002
29,1043.8622956441002
