RoundNumber,EnergyConsumptionAccumulated
0,0
1,20.021838
2,28.3634064
3,68.54585540000001
4,89.95664165000001
5,98.67091325000001
6,138.99446575000002
7,161.1703075
8,170.2647025
9,210.73201849999998
10,233.6017235
11,243.0448181
12,283.6452101
13,307.22678785
14,317.02520545
15,357.76079195
16,382.0844407
17,392.2546153
18,433.13210330000004
19,455.65721205000006
20,465.1673302500001
21,501.2168666500001
22,523.7457661500001
23,533.2581625500002
24,569.3015729500001
25,591.8340162000002
26,601.3485355500002
27,637.3863307500002
28,659.9222700000001
29,669.4388841000001
