RoundNumber,PricePerEnergy
0,0
1,40.56424378799999
2,13.9387607964
3,64.975020033
4,34.214436427500004
5,13.8208347576
6,59.63853414750001
7,32.79806994825
8,13.450610204999998
9,60.053496943999995
10,37.0489221
11,16.3176674688
12,70.15747737600002
13,40.77254792975001
14,16.3731558096
15,67.41739565750001
16,38.74757245875
17,14.7264128208
18,58.98621518400001
19,32.50373192625
20,13.3426958346
21,50.577499569200015
22,30.909650113999998
23,15.0200739156
24,56.29980704479999
25,34.6548977185
26,14.37643873785
27,53.98461720960001
28,33.916588571249996
29,14.27492115
