RoundNumber,RoomHumidity
0,10.2
1,46.32160495459596
2,60.363572218732735
3,37.57530482983213
4,53.60538602242149
5,42.77080376934039
6,42.77080376934039
7,58.287436073267656
8,65.27595647764834
9,41.556298693466786
10,55.74509094996294
11,46.34794890074643
12,46.34794890074643
13,60.27383484349211
14,66.08550608779638
15,42.614274256636094
16,56.15327374570937
17,46.40296759742622
18,46.40296759742622
19,60.28171657361251
20,66.20591431549875
21,42.31748403700107
22,53.02838096715476
23,48.8402556435615
24,48.8402556435615
25,61.13270082236811
26,65.69745425098887
27,41.854246024282894
28,53.22689312223863
29,48.850982291794445
