RoundNumber,Cycle_Duration_(ms)
0,74950
1,517
2,494
3,37585
4,267128
5,183806
6,121031
7,639
8,611
9,37198
10,266423
11,160164
12,114605
13,612
14,648
15,35822
16,316706
17,238776
18,181952
19,748
20,701
21,47178
22,364679
23,234000
24,173157
25,744
26,1234
27,49369
28,355022
29,235485
