RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,18.396884360391685
2,15.212157859203096
3,18.623023361125334
4,15.679564851205479
5,17.729867619372666
6,17.729867619372666
7,18.242519705600905
8,15.036242103015061
9,18.446957143699542
10,15.10670200759014
11,17.10864887448787
12,17.10864887448787
13,18.15553651165447
14,14.965005487670929
15,18.14545972984745
16,14.955898927400945
17,16.934057100728975
18,16.934057100728975
19,18.476629457342643
20,15.017061324765047
21,18.226110011985508
22,15.57668847885143
23,16.625000814291603
24,16.625000814291603
25,17.71957744773002
26,15.282897701161144
27,19.121424218715564
28,15.890361504091818
29,16.69261067384418
