RoundNumber,PricePerEnergy
0,0
1,32.425870671999995
2,2.54286096
3,71.16893440965
4,8.801190343
5,43.631687099000004
6,40.6880612985
7,23.69358
8,2.9648986476000005
9,57.19620505059999
10,8.964227151000001
11,38.0852594496
12,38.0852594496
13,27.69858
14,3.3473742701999996
15,63.793443978
16,8.8072893513
17,31.880875554000006
18,31.770789657750008
19,23.11686
20,2.8295193308
21,54.027582495699995
22,15.115652937000002
23,26.057196123199997
24,25.776656329599998
25,24.63876
26,3.0447768139999996
27,57.69253137340001
28,16.576114247
29,24.76632510000001
