RoundNumber,PricePerEnergy
0,0
1,32.4550677632
2,26.972269039799993
3,65.02962450599999
4,26.462611536000008
5,63.924691116
6,24.81592269960001
7,59.73992773200001
8,25.148545066800004
9,60.071530512
10,66.67060023000002
11,29.793044159999997
12,70.10823974399999
13,30.201801302400007
14,27.741017602799996
15,67.3076923275
16,28.207211174999998
17,59.009488955999984
18,60.39200454300001
19,25.886398355999997
20,57.307635291
21,25.500147370799997
22,23.163805828800005
23,64.65229553100001
24,66.134490345
25,28.3673546244
26,25.6712348304
27,61.498360959
28,64.13310303749999
29,28.075751999999994
30,25.169525452800002
31,60.133589739000016
32,62.602218719999996
33,27.691155396000003
34,26.0194540032
35,63.225427818
36,65.60761787999999
37,29.590530857999997
38,27.662045831999997
39,66.12476858999999
40,69.414205248
41,31.216694745000005
42,28.077333798599994
43,66.28699275599999
44,69.699338775
45,31.626515926800007
46,28.819397268
47,67.12357349700001
48,70.26303807900001
49,31.840210368
50,28.229284800000006
51,62.96112912
52,63.178928316
53,28.337335430399996
54,25.1716973328
55,58.81856497650001
56,62.057289753
57,28.732260585599995
58,25.242494697
59,59.353820639999995
60,63.80756387999999
61,29.8655908158
62,25.9977658752
63,53.647786192800005
64,27.5427466872
65,23.21298
66,53.571314154599996
67,58.03245
68,27.602243715900002
69,23.29308
70,53.902209941999985
71,58.27275
72,27.699942815999997
73,53.8628457828
74,60.1551
75,28.5584029011
76,55.60155080519999
77,59.87475
78,27.818792285400008
79,52.85795350830001
80,56.75085
81,26.888786648999993
82,52.37404982879999
83,56.63069999999999
84,26.929244644500002
85,53.890265556
86,60.59565
87,28.111666854600003
88,60.44321303999998
89,65.3616
90,31.521395635199998
91,58.0331967321
92,63.27900000000001
93,30.401087840699997
94,59.54872230000001
95,65.3616
96,31.336765765799996
97,61.6936981458
98,67.6044
99,32.40593107499999
100,63.0236342346
101,68.12505000000002
102,32.352132033000004
103,62.057656586400014
104,67.16385
105,31.803059661
106,61.610291059199994
107,65.92229999999999
108,31.234673136
109,60.4965624
110,65.3616
111,30.9901010895
112,60.90077957250001
113,65.3616
114,31.050283857000004
115,56.04607976519999
116,66.08250000000001
117,35.9384681664
118,54.987530497499996
119,67.00365
120,36.8445352128
121,56.652647001599995
122,66.40289999999999
123,36.3632211774
124,56.7856036692
125,66.44295
126,36.34476714
127,26.36892
128,56.03275012799999
129,36.215927531999995
130,55.92743970419999
131,65.7621
132,35.955141494399996
133,55.5495087744
134,26.157115008
135,13.03227
136,50.865029817599996
137,35.0140368795
138,54.113765373000014
139,63.87975000000001
140,36.0750411108
141,55.53978335999999
142,35.549205405
143,25.7922
144,55.536279292799996
145,65.92229999999999
146,36.5669830449
147,57.09798391199999
148,38.466155988000004
149,28.499579999999998
150,59.339791665599996
151,69.16635000000001
152,38.294060588099995
153,56.750188859999994
154,36.4455545922
155,26.593200000000003
156,57.324747901500004
157,41.183614282799994
158,25.88832
159,47.78323843589999
160,60.79589999999999
161,37.761123498299995
162,23.99796
163,45.790989877499996
164,60.715799999999994
165,37.84013528399999
166,24.238259999999997
167,46.935742896
168,62.7183
169,39.1956451416
170,25.10334
171,48.607920892799996
172,60.475500000000004
173,38.048346792000004
174,24.3504
175,47.33124993
176,59.754599999999996
177,38.528014086899994
178,24.4305
179,46.6444200348
180,60.71580000000001
181,37.054931088
182,24.4305
183,49.2780547128
184,65.32155
185,41.4657791352
186,27.02574
187,52.6562802012
188,68.36534999999999
189,43.29804471720001
190,28.46754
191,56.59227434880001
192,73.29149999999998
193,47.5101451377
194,30.38994
195,58.883265401999985
196,76.49549999999999
197,47.515144681200006
198,30.38994
199,58.8161900808
200,75.57435000000001
201,51.19279102979999
202,29.0763
203,50.149221444
204,71.3691
205,48.340782450000006
206,27.570420000000006
207,48.18132529019999
208,68.52555000000001
209,47.616692364900004
210,27.21798
211,47.587791585
212,67.88474999999998
213,47.1182936709
214,26.89758
215,47.13308579850001
216,66.04245
217,48.104084199599995
218,27.490320000000004
219,48.053574764400004
220,68.4054
221,46.9034087319
222,26.513100000000005
223,45.6097513617
224,63.5193
225,42.954717883200004
226,24.414479999999994
227,41.70898715039999
228,58.51305000000001
229,39.7345084968
230,22.46004
231,38.9858785992
232,54.908550000000005
233,38.140217400000004
234,22.09158
235,38.19691754040001
236,54.9486
237,38.060254085699995
238,21.338640000000005
239,37.0157472087
240,54.74834999999999
241,43.304856436799994
242,22.54014
243,36.319421070000004
244,59.59439999999999
245,46.8766863447
246,26.1927
247,25.58394
248,38.192928075
249,59.59439999999999
