RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.0192832
2,32.16067699999999
3,72.37689499999999
4,88.93672699999999
5,129.24233299999997
6,146.02118539999998
7,186.4132934
8,203.4170426
9,243.8965106
10,285.0512021
11,302.29254710000004
12,342.8644451
13,360.3322307
14,376.93367750000004
15,417.60297800000006
16,435.30995300000006
17,476.06236250000006
18,517.9140635000001
19,535.8533555000001
20,576.6998525000001
21,594.8752961000001
22,611.7585365000001
23,652.7036255000002
24,695.0432480000002
25,713.4875618000002
26,730.4771282000002
27,771.5307737000002
28,814.1441312000002
29,832.8612992000002
30,849.9601616000002
31,891.1193606000003
32,933.9975926000003
33,952.9901546000003
34,970.1987882000003
35,1011.4686497000004
36,1054.6315562000004
37,1073.9087750000003
38,1091.2300310000003
39,1132.6097360000003
40,1176.0479120000005
41,1195.5949970000004
42,1213.0235096000004
43,1254.5047316000002
44,1298.2033766000002
45,1318.0070810000002
46,1335.5371280000002
47,1377.1254635000003
48,1421.0948240000002
49,1441.1832848000001
50,1458.8265878000002
51,1500.5226998000003
52,1544.7656468000002
53,1565.1229280000002
54,1582.8744776000003
55,1624.6787171000003
56,1669.1961416000004
57,1689.8371334000003
58,1707.7016024000004
59,1749.6181424000004
60,1794.4268249000004
61,1815.3557603000004
62,1833.3348515000005
63,1870.3844276000004
64,1889.4056615000004
65,1905.4256615000004
66,1942.4735966000003
67,1982.5235966000002
68,2001.5465075000002
69,2017.5665075000002
70,2054.6126999000003
71,2094.6626999000005
72,2113.6873859000007
73,2150.731984100001
74,2190.781984100001
75,2209.808235200001
76,2246.851240400001
77,2286.9012404000014
78,2305.929142100001
79,2342.970455000001
80,2383.020455000001
81,2402.050028000001
82,2439.089667200001
83,2479.139667200001
84,2498.170935500001
85,2535.208918700001
86,2575.2589187000012
87,2594.2918685000013
88,2631.3281510000015
89,2671.3781510000017
90,2690.412810200002
91,2727.4473965000016
92,2767.4973965000017
93,2786.533769600002
94,2823.566557100002
95,2863.616557100002
96,2882.654689400002
97,2919.685720700002
98,2959.7357207000023
99,2978.775633200002
100,3015.804795500002
101,3055.854795500002
102,3074.896662500002
103,3111.923903900002
104,3151.9739039000024
105,3171.0176522000024
106,3208.0430675000025
107,3248.0930675000027
108,3267.1385999000026
109,3304.1621999000026
110,3344.212199900003
111,3363.259588400003
112,3400.281338900003
113,3440.331338900003
114,3459.3805928000033
115,3493.4304590000033
116,3533.4804590000035
117,3555.5015792000036
118,3589.5495857000037
119,3629.599585700004
120,3651.622619300004
121,3685.668681200004
122,3725.718681200004
123,3747.7436486000042
124,3781.787775500004
125,3821.837775500004
126,3843.864907100004
127,3859.884907100004
128,3893.926675100004
129,3915.955828100004
130,3949.995657500004
131,3990.0456575000044
132,4012.0769942000043
133,4046.114683400004
134,4062.142327400004
135,4070.152327400004
136,4102.183202600004
137,4124.2184681000035
138,4158.252282800004
139,4198.302282800004
140,4220.339571200004
141,4254.3713012000035
142,4276.410486200003
143,4292.4304862000035
144,4326.460069100003
145,4366.510069100003
146,4388.551650200004
147,4422.579054200004
148,4444.622696600004
149,4460.6426966000045
150,4494.667806500004
151,4534.717806500004
152,4556.763897800004
153,4590.786792800004
154,4612.8349202000045
155,4628.854920200005
156,4662.875542100005
157,4687.895963900005
158,4703.915963900005
159,4734.964202000006
160,4775.014202000006
161,4800.038140700006
162,4816.058140700006
163,4847.102879600006
164,4887.152879600007
165,4912.179424100006
166,4928.199424100007
167,4959.241582100007
168,4999.291582100007
169,5024.320729700007
170,5040.340729700008
171,5071.380270500008
172,5111.430270500008
173,5136.462077600008
174,5152.482077600009
175,5183.518962800009
176,5223.568962800009
177,5248.603409900009
178,5264.623409900009
179,5295.65762150001
180,5335.70762150001
181,5360.74473710001
182,5376.76473710001
183,5407.79625770001
184,5447.84625770001
185,5472.88597940001
186,5488.90597940001
187,5519.9350190000105
188,5559.985019000011
189,5585.02726580001
190,5601.047265800011
191,5632.073732000011
192,5672.123732000011
193,5697.168616100011
194,5713.188616100011
195,5744.212465100011
196,5784.2624651000115
197,5809.309984700011
198,5825.329984700012
199,5856.351182000011
200,5896.401182000011
201,5924.421319400011
202,5940.441319400012
203,5968.488982400012
204,6008.538982400012
205,6036.562624400012
206,6052.582624400013
207,6080.627633300012
208,6120.6776333000125
209,6148.703938400013
210,6164.723938400013
211,6192.766243400013
212,6232.816243400013
213,6260.846162300013
214,6276.8661623000135
215,6304.904880800013
216,6344.954880800014
217,6372.987563900014
218,6389.007563900014
219,6417.043488500014
220,6457.093488500014
221,6485.128998800014
222,6501.148998800015
223,6529.182035900015
224,6569.232035900015
225,6597.270363500015
226,6613.290363500016
227,6641.320596800016
228,6681.370596800016
229,6709.411887200016
230,6725.431887200017
231,6753.459118400016
232,6793.509118400017
233,6821.553395900017
234,6837.573395900017
235,6865.597546700017
236,6905.647546700017
237,6933.694896800017
238,6949.714896800017
239,6977.7359015000175
240,7017.785901500018
241,7048.806572300017
242,7064.826572300018
243,7089.874448900017
244,7129.9244489000175
245,7160.948066600017
246,7176.968066600018
247,7192.988066600018
248,7218.032609600018
249,7258.082609600018
