RoundNumber,PricePerEnergyAccumulated
0,0
1,32.4550677632
2,59.42733680299999
3,124.45696130899998
4,150.91957284499998
5,214.84426396099997
6,239.66018666059998
7,299.4001143926
8,324.5486594594
9,384.6201899714
10,451.2907902014
11,481.0838343614
12,551.1920741054
13,581.3938754078
14,609.1348930106
15,676.4425853381
16,704.6497965131
17,763.6592854691
18,824.0512900121
19,849.9376883681
20,907.2453236591
21,932.7454710299
22,955.9092768587001
23,1020.5615723897001
24,1086.6960627347
25,1115.0634173591
26,1140.7346521895
27,1202.2330131484998
28,1266.3661161859998
29,1294.4418681859997
30,1319.6113936387997
31,1379.7449833777996
32,1442.3472020977997
33,1470.0383574937998
34,1496.0578114969999
35,1559.283239315
36,1624.8908571949999
37,1654.4813880529998
38,1682.143433885
39,1748.268202475
40,1817.6824077229999
41,1848.899102468
42,1876.9764362665999
43,1943.2634290226
44,2012.9627677976
45,2044.5892837244
46,2073.4086809924
47,2140.5322544894
48,2210.7952925684003
49,2242.6355029364004
50,2270.8647877364006
51,2333.8259168564005
52,2397.0048451724006
53,2425.3421806028005
54,2450.5138779356002
55,2509.3324429121003
56,2571.3897326651004
57,2600.1219932507006
58,2625.3644879477006
59,2684.7183085877004
60,2748.5258724677005
61,2778.3914632835003
62,2804.3892291587003
63,2858.0370153515005
64,2885.5797620387007
65,2908.7927420387005
66,2962.3640561933003
67,3020.3965061933004
68,3047.9987499092003
69,3071.2918299092003
70,3125.1940398512
71,3183.4667898512002
72,3211.1667326672004
73,3265.0295784500004
74,3325.1846784500003
75,3353.7430813511005
76,3409.3446321563006
77,3469.2193821563005
78,3497.0381744417004
79,3549.8961279500004
80,3606.6469779500003
81,3633.5357645990002
82,3685.9098144278
83,3742.5405144278
84,3769.4697590723003
85,3823.3600246283004
86,3883.9556746283006
87,3912.0673414829007
88,3972.5105545229007
89,4037.872154522901
90,4069.393550158101
91,4127.426746890201
92,4190.705746890201
93,4221.106834730901
94,4280.655557030901
95,4346.017157030901
96,4377.353922796701
97,4439.047620942501
98,4506.652020942502
99,4539.0579520175015
100,4602.081586252101
101,4670.206636252101
102,4702.558768285101
103,4764.616424871501
104,4831.780274871501
105,4863.583334532501
106,4925.193625591701
107,4991.115925591701
108,5022.350598727701
109,5082.847161127701
110,5148.208761127701
111,5179.198862217201
112,5240.099641789701
113,5305.4612417897015
114,5336.511525646702
115,5392.557605411902
116,5458.640105411902
117,5494.578573578302
118,5549.566104075802
119,5616.569754075802
120,5653.414289288602
121,5710.066936290202
122,5776.469836290202
123,5812.833057467602
124,5869.618661136802
125,5936.061611136802
126,5972.406378276802
127,5998.775298276802
128,6054.808048404801
129,6091.023975936801
130,6146.951415641001
131,6212.713515641001
132,6248.668657135401
133,6304.218165909801
134,6330.375280917801
135,6343.407550917801
136,6394.272580735401
137,6429.286617614901
138,6483.400382987901
139,6547.280132987901
140,6583.355174098701
141,6638.894957458701
142,6674.444162863701
143,6700.236362863701
144,6755.772642156501
145,6821.694942156501
146,6858.261925201401
147,6915.359909113401
148,6953.826065101401
149,6982.3256451014
150,7041.665436767001
151,7110.831786767001
152,7149.1258473551015
153,7205.8760362151015
154,7242.321590807302
155,7268.914790807302
156,7326.239538708802
157,7367.4231529916015
158,7393.3114729916015
159,7441.094711427501
160,7501.890611427501
161,7539.651734925801
162,7563.649694925801
163,7609.4406848033
164,7670.1564848033
165,7707.9966200873005
166,7732.234880087301
167,7779.170622983301
168,7841.8889229833
169,7881.0845681249
170,7906.1879081249
171,7954.7958290177
172,8015.2713290177
173,8053.3196758097
174,8077.6700758097
175,8125.0013257397
176,8184.755925739701
177,8223.2839398266
178,8247.714439826601
179,8294.3588598614
180,8355.0746598614
181,8392.1295909494
182,8416.5600909494
183,8465.838145662201
184,8531.159695662202
185,8572.625474797402
186,8599.6512147974
187,8652.3074949986
188,8720.6728449986
189,8763.9708897158
190,8792.4384297158
191,8849.0307040646
192,8922.3222040646
193,8969.8323492023
194,9000.222289202298
195,9059.105554604299
196,9135.6010546043
197,9183.1161992855
198,9213.506139285499
199,9272.3223293663
200,9347.8966793663
201,9399.0894703961
202,9428.165770396101
203,9478.314991840101
204,9549.684091840101
205,9598.024874290102
206,9625.595294290102
207,9673.776619580301
208,9742.302169580302
209,9789.918861945202
210,9817.136841945201
211,9864.7246335302
212,9932.6093835302
213,9979.7276772011
214,10006.6252572011
215,10053.7583429996
216,10119.8007929996
217,10167.9048771992
218,10195.395197199201
219,10243.448771963602
220,10311.854171963601
221,10358.757580695501
222,10385.270680695501
223,10430.880432057202
224,10494.399732057202
225,10537.354449940402
226,10561.768929940401
227,10603.4779170908
228,10661.9909670908
229,10701.7254755876
230,10724.1855155876
231,10763.1713941868
232,10818.0799441868
233,10856.2201615868
234,10878.3117415868
235,10916.5086591272
236,10971.457259127199
237,11009.517513212899
238,11030.856153212899
239,11067.871900421598
240,11122.620250421598
241,11165.925106858398
242,11188.465246858397
243,11224.784667928398
244,11284.379067928397
245,11331.255754273097
246,11357.448454273097
247,11383.032394273097
248,11421.225322348097
249,11480.819722348097
