RoundNumber,RoomTemperature
0,17.7
1,18.57405200699127
2,19.257356566068353
3,18.759717727801554
4,19.250718433401516
5,19.157708503273422
6,19.273280416348285
7,18.76021118821286
8,18.640385837536304
9,19.07009694763112
10,18.817449009088566
11,19.130365723848325
12,18.960730998785436
13,18.825406874586843
14,18.578936391031874
15,18.920645412568188
16,18.600814692971515
17,18.568115690590012
18,18.60679297739856
19,18.79988842784615
20,18.569072282237933
21,19.051816305974796
22,19.271744435298658
23,18.775346151848154
24,19.200401939302306
25,18.973231853309105
26,19.191862958842556
27,19.48235138595927
28,19.010422543436817
29,18.708714267700305
30,19.318234716041772
31,18.864409412894524
32,19.290573301590104
33,19.286012735080423
34,19.54941006619573
35,19.425859465462246
36,18.82291208924474
37,19.28892451985415
38,19.542404633031907
39,19.059739948346817
40,19.010155765981438
41,18.86686646750439
42,18.992214401539137
43,18.732161632338453
44,19.15224747577838
45,19.02194239660487
46,19.225833300252273
47,18.729648084109066
48,19.265788551060925
49,19.312053238642257
50,18.836900571346757
51,18.803323211084898
52,19.111314403868167
53,18.626151794846095
54,18.831033821958073
55,18.689668401346694
56,18.585475745239094
57,19.141334261076697
58,19.186950966612013
59,18.943638900089454
60,18.85601285134906
61,18.728529265252963
62,19.303005368834604
63,19.2330971361047
64,19.104629938650234
65,18.85183944115767
66,18.883653588522918
67,18.760463436539982
68,19.06987920212757
69,18.600062667685545
70,18.608022770123217
71,18.64934377328026
72,19.144909614759815
73,19.0919073351805
74,18.909435543141633
75,18.98632972407413
76,18.93613865045341
77,19.231812270099937
78,19.435669187463
79,19.201938359872244
80,19.05535034232834
81,19.077717150906537
82,18.95085214055839
83,19.190755606562874
84,18.95190420044984
85,18.70268169606576
86,18.778591841517404
87,18.607933859310613
88,18.886153142713884
89,18.53750766962804
90,18.739168838895964
91,18.99599049131706
92,18.67608618574251
93,19.032047134262314
94,18.959533478588117
95,19.012442118679584
96,18.930686014179013
97,18.475811743147105
98,18.89762747447635
99,19.07328610880083
100,19.12176446536879
101,19.219232259036445
102,18.61478214561389
103,19.32435997191952
104,18.660187461447247
105,19.140054670695733
106,18.959187330218377
107,18.76553701930599
108,18.895358820202794
109,19.051975015100727
110,18.993502671505837
111,19.053421910167902
112,19.430507730981507
113,18.951661205760708
114,19.370333451998473
115,19.237188272668412
116,19.234349126004084
117,18.616691248445076
118,19.23434646585687
119,18.840794136340833
120,19.351895009289404
121,18.85414689083864
122,18.62064529348426
123,19.12536890247988
124,18.619691760627006
125,19.0159334326788
126,19.45300080015935
127,18.87686670426748
128,19.418454984535696
129,18.70495015793652
130,18.940003920285694
131,19.128355716868363
132,19.535562390954055
133,19.684283964888365
134,18.749066079104754
135,17.255436575399997
136,17.600897024073603
137,18.4850284586763
138,18.564095347107635
139,18.529495631993388
140,18.545061004986124
141,19.296164132406147
142,18.975362533559384
143,18.554888765626142
144,18.559780923946747
145,19.249717492222654
146,19.258012673118554
147,19.38846587481932
148,19.13896324493887
149,19.46685065331861
150,19.690312918070546
151,19.421261286627942
152,18.781046420438283
153,18.682118732264286
154,18.88686145494196
155,19.267671742355578
156,18.664708852384674
157,19.093020857317676
158,19.480632378072844
159,19.351908257932646
160,19.36040366096731
161,19.369495519296787
162,19.092521980423317
163,18.709725376293157
164,18.850237728562487
165,19.308774736182396
166,19.394453117168325
167,19.644091398314117
168,18.902196617621147
169,19.14601100688453
170,19.534790555606556
171,19.728510622016486
172,18.910995877820362
173,19.044757243903632
174,19.037451837794265
175,18.563400412753122
176,18.876626805517468
177,19.14668835927143
178,18.67137426608827
179,18.618178808040895
180,19.024782799641383
181,18.729162427973698
182,19.347324873337023
183,19.1903407624901
184,18.668378622923047
185,19.049448293557425
186,18.699392133329898
187,19.130814535233164
188,18.98960342109271
189,19.376295473857876
190,19.449429862551114
191,18.97303105392828
192,19.039877180507215
193,19.028720644878014
194,18.62074470449612
195,18.65320707278856
196,18.390045667146204
197,19.03780076692886
198,18.66966318090384
199,18.80837013116932
200,18.512994871375085
201,18.793682658086798
202,18.67945788219365
203,18.78973856457781
204,18.82449676756676
205,18.54884942222125
206,19.071147737978183
207,19.472234513899377
208,18.90163113827418
209,18.831015473257857
210,18.65613121284136
211,18.48519300473179
212,19.274927930853988
213,19.22100037771426
214,18.951069862996885
215,18.662708572132505
216,19.204811722068907
217,19.289918112022356
218,18.701862391907593
219,18.61843479366802
220,19.175796456112934
221,18.747346741281806
222,18.683818930122246
223,19.078159529950124
224,18.55079585323311
225,18.60196060949546
226,19.029249147237802
227,18.641114130719966
228,18.554165888775614
229,18.51755088177583
230,19.09510198997697
231,18.593111394211757
232,18.50385816856543
233,19.244787582743836
234,19.365681845894702
235,18.688750031215438
236,18.823184146538487
237,19.28040711530182
238,19.403151149733848
239,19.050634343008884
240,19.020415164558333
241,18.710899697732998
242,19.34694043021021
243,19.30838628869133
244,19.027511210078178
245,18.749370471769556
246,19.257113907855334
247,18.95412626268677
248,18.53138496157275
249,18.865451215841595
