RoundNumber,EnergyConsumptionMeterMeasuredEnergyConsumption
0,0
1,16.0192832
2,16.141393799999996
3,40.216218
4,16.559832000000004
5,40.305606
6,16.778852400000005
7,40.39210800000001
8,17.0037492
9,40.479468000000004
10,41.154691500000006
11,17.241345
12,40.571898
13,17.467785600000003
14,16.601446799999998
15,40.669300500000006
16,17.706975
17,40.75240949999999
18,41.851701000000006
19,17.939292
20,40.846497
21,18.175443599999998
22,16.883240400000002
23,40.945089
24,42.339622500000004
25,18.4443138
26,16.9895664
27,41.0536455
28,42.6133575
29,18.717167999999997
30,17.0988624
31,41.15919900000001
32,42.878232
33,18.992562000000003
34,17.2086336
35,41.2698615
36,43.1629065
37,19.2772188
38,17.321255999999998
39,41.379704999999994
40,43.438176
41,19.547085000000003
42,17.428512599999998
43,41.48122199999999
44,43.698645
45,19.803704400000004
46,17.530047
47,41.5883355
48,43.9693605
49,20.0884608
50,17.643303000000003
51,41.696112
52,44.242947
53,20.3572812
54,17.7515496
55,41.8042395
56,44.517424500000004
57,20.6409918
58,17.864469
59,41.91654
60,44.808682499999996
61,20.9289354
62,17.9790912
63,37.0495761
64,19.021233900000002
65,16.02
66,37.0479351
67,40.05
68,19.0229109
69,16.02
70,37.04619239999999
71,40.05
72,19.024686
73,37.0445982
74,40.05
75,19.0262511
76,37.043005199999996
77,40.05
78,19.027901700000005
79,37.0413129
80,40.05
81,19.029572999999996
82,37.039639199999996
83,40.05
84,19.0312683
85,37.0379832
86,40.050000000000004
87,19.0329498
88,37.03628249999999
89,40.05
90,19.0346592
91,37.0345863
92,40.050000000000004
93,19.0363731
94,37.032787500000005
95,40.05
96,19.038132299999997
97,37.0310313
98,40.05
99,19.039912499999996
100,37.0291623
101,40.050000000000004
102,19.041867
103,37.02724140000001
104,40.05
105,19.0437483
106,37.0254153
107,40.05
108,19.045532400000003
109,37.0236
110,40.050000000000004
111,19.0473885
112,37.0217505
113,40.05
114,19.049253900000004
115,34.0498662
116,40.050000000000004
117,22.021120200000002
118,34.0480065
119,40.05
120,22.023033599999998
121,34.0460619
122,40.05
123,22.0249674
124,34.0441269
125,40.05
126,22.0271316
127,16.02
128,34.041768
129,22.029152999999997
130,34.039829399999995
131,40.050000000000004
132,22.0313367
133,34.0376892
134,16.027644000000002
135,8.01
136,32.0308752
137,22.035265499999998
138,34.03381470000001
139,40.050000000000004
140,22.0372884
141,34.031729999999996
142,22.039185
143,16.02
144,34.0295829
145,40.05
146,22.0415811
147,34.027404
148,22.0436424
149,16.02
150,34.0251099
151,40.050000000000004
152,22.046091299999997
153,34.022895
154,22.0481274
155,16.020000000000003
156,34.0206219
157,25.020421799999998
158,16.02
159,31.048238099999995
160,40.04999999999999
161,25.0239387
162,16.02
163,31.044738899999995
164,40.05
165,25.026544499999996
166,16.02
167,31.042158
168,40.05
169,25.029147599999998
170,16.02
171,31.039540799999994
172,40.050000000000004
173,25.0318071
174,16.02
175,31.0368852
176,40.05
177,25.034447099999998
178,16.02
179,31.034211600000003
180,40.050000000000004
181,25.0371156
182,16.02
183,31.0315206
184,40.050000000000004
185,25.0397217
186,16.02
187,31.029039599999997
188,40.05
189,25.0422468
190,16.02
191,31.026466200000005
192,40.04999999999999
193,25.0448841
194,16.02
195,31.023848999999995
196,40.05
197,25.0475196
198,16.02
199,31.0211973
200,40.050000000000004
201,28.020137399999996
202,16.02
203,28.047663
204,40.050000000000004
205,28.023642000000002
206,16.020000000000003
207,28.045008899999996
208,40.050000000000004
209,28.026305100000002
210,16.02
211,28.042305
212,40.04999999999999
213,28.0299189
214,16.02
215,28.038718500000005
216,40.05
217,28.0326831
218,16.020000000000003
219,28.0359246
220,40.05
221,28.0355103
222,16.020000000000003
223,28.0330371
224,40.05
225,28.038327600000002
226,16.019999999999996
227,28.030233299999995
228,40.050000000000004
229,28.041290399999998
230,16.02
231,28.0272312
232,40.050000000000004
233,28.0442775
234,16.02
235,28.024150800000005
236,40.05
237,28.0473501
238,16.020000000000003
239,28.0210047
240,40.04999999999999
241,31.020670799999998
242,16.02
243,25.047876600000002
244,40.05
245,31.0236177
246,16.02
247,16.02
248,25.044543
249,40.05
