RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,18.691935902967458
2,21.01682854422928
3,18.884102645366838
4,20.5081920799903
5,19.06494760097522
6,19.45308051231712
7,20.549462840027754
