RoundNumber,EnergyConsumption
0,0
1,16.0190174
2,0.15834
3,44.04858095
4,0.797555
5,44.04509835
6,1.13707
7,44.0415943
8,1.507055
9,44.03794065
10,1.87253
11,44.0342562
12,2.23278
13,44.0305239
14,2.630155
15,44.02651825
16,3.0256600000000002
17,44.02278925
18,3.4053799999999996
19,44.0185977
20,3.83702
21,44.014201
22,4.26415
23,44.009999
24,4.67192
25,44.0058927
26,5.09498
27,44.00195855
28,5.50002255
29,38.55271805
