RoundNumber,PricePerEnergyAccumulated
0,0
1,32.45452925239999
2,32.71911539239999
3,103.94567078854999
4,105.22016367855
5,175.07568966165002
6,176.75741619165
7,241.89493416135002
8,244.12386850635002
9,309.47617243095004
10,312.50967103095
11,388.60086574455
12,392.45910958455
13,468.58788540765
14,472.98287441265
15,545.8467621164
16,550.6666384964
17,614.4116373304
18,619.3256006704
19,682.8444371515001
20,688.2277762115001
21,749.9797002145001
22,755.8301140145
23,825.3219024355001
24,832.6194414755
25,900.3005044481
26,907.9990192281
27,973.913953136
28,982.1914870737501
29,1040.02056414875
