RoundNumber,Cycle_Duration_(ms)
0,3970
1,3080
2,3821
3,2899
4,3559
5,2718
6,3765
7,3104
8,3651
9,3095
10,3732
11,3001
12,3950
13,3353
14,4031
15,3266
16,3621
17,3421
18,4409
19,3574
20,4482
21,3392
22,4361
23,3214
24,4439
25,3364
26,3899
27,3655
28,4157
29,3027
