RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,18.57511341837099
2,15.268077864224205
3,18.74348904517551
4,15.26790988046531
5,19.135311264286855
6,15.297037999329241
7,18.73189026481946
8,14.67019009638937
9,19.03727029642544
10,14.852953388035859
11,19.09235866163373
12,15.001466875141592
13,18.781213706622523
14,14.626353918920191
15,18.873173927072646
16,14.654154840535357
17,18.515453908810557
18,14.66859896413048
19,18.74343933971631
20,14.635370882761505
21,18.990209906598196
22,15.341271588013772
23,18.702192520771934
24,15.275143413310612
25,18.89529979831026
26,15.270352075225562
27,19.397992785311235
28,15.087844451076418
29,18.618292657709762
