RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.0193436
2,32.1605592
3,72.3800922
4,88.95023280000001
5,129.2589198
6,146.0474832
7,186.4409562
8,203.44908779999997
9,243.92689829999998
10,261.1430943
11,301.7057688
12,319.1416824
13,359.7888894
14,377.4579168
15,418.2006738
16,436.0944984
17,476.9187069
18,495.0273687
19,535.9372992
20,554.2617444
21,595.2548424
22,613.8127002
23,654.8985207
24,673.6756479
25,714.8563554
26,733.8973728
27,775.1736108
28,794.4329016
29,835.7969676
30,855.2853882
31,896.7375747000001
32,916.4582625
33,958.000578
34,977.9465112
35,1019.5783902000001
36,1039.7630148
37,1081.4941683000002
38,1101.9248049000003
39,1143.7490709000003
40,1164.4414563000003
41,1206.3649188000002
42,1227.2830476000001
43,1264.3328424000001
44,1283.3537295
45,1320.4021404
46,1339.4244681
47,1376.4714264
48,1395.4951935
49,1432.5407232
50,1451.5659660000001
51,1488.6099669
52,1507.6366587
53,1544.6792313
54,1563.7074015
55,1600.7484978
56,1619.7781842
57,1656.8178042
58,1675.8489132
59,1712.8870695
60,1731.9196947
61,1768.9562313000001
62,1787.9904591000002
63,1825.0253973000001
64,1844.0613513
65,1881.0946275000001
66,1900.1321307
67,1937.1638259000001
68,1956.2029125000001
69,1993.2330279000003
70,2012.2736772000003
71,2049.3022089
72,2068.3444734
73,2105.3713596
74,2124.4153533
75,2161.4405300999997
76,2180.4861981
77,2217.5096856
78,2236.5570981
79,2273.5787337
80,2292.6279453
81,2326.6778376
82,2348.6988048000003
83,2382.7469238000003
84,2404.7697024000004
85,2438.8159641
86,2460.8406237000004
87,2494.8850542000005
88,2516.9115897000006
89,2550.9540987000005
90,2572.9826958000003
91,2607.0230463000003
92,2629.0536282000003
93,2663.0921046000003
94,2685.1245909000004
95,2719.1611665000005
96,2741.1955017000005
97,2775.2302893000005
98,2797.2664053000008
99,2831.2993764000007
100,2853.3373242000007
101,2887.3684557000006
102,2909.4082668000005
103,2943.4374825000004
104,2965.4793069000007
105,2999.506472400001
106,3021.550314600001
107,3055.575421500001
108,3077.621322900001
109,3111.6445311000007
110,3133.692306900001
111,3167.7136131000007
112,3189.7632489000007
113,3220.8126591000005
114,3245.8342086000007
115,3276.881702100001
116,3301.905140400001
117,3332.950728300001
118,3357.9761217000014
119,3389.0197425000015
120,3414.0471033000017
121,3445.0888041000017
122,3470.1180978000016
123,3501.1578330000016
124,3526.1890803000015
125,3557.2268748000015
126,3582.2600871000013
127,3613.2959067000015
128,3638.3310783000015
129,3669.3648966000014
130,3694.4020776000016
131,3725.4338751000014
132,3750.4731075000013
133,3781.5028554000014
134,3801.5411958000013
135,3829.561494200001
136,3854.604800300001
137,3885.630492800001
138,3910.675832600001
139,3941.699477000001
140,3966.746835200001
141,3997.7684624000008
142,4022.817856100001
143,4050.867454100001
144,4078.888931300001
145,4106.936407100001
146,4134.959961200001
147,4163.005337600001
148,4191.031085900001
149,4219.074232400001
150,4247.102261600001
151,4271.136209200001
152,4295.162971000001
153,4323.2017825
154,4351.2341161
155,4379.270719300001
156,4407.305220700001
157,4435.339644700001
158,4463.376304000001
159,4491.408583600001
160,4519.447373500001
161,4547.477473900001
162,4575.518455900002
163,4603.546356400002
164,4631.589580000002
165,4659.615295300002
166,4687.660706800002
167,4715.684193100002
168,4739.731031100002
169,4763.742711500002
170,4791.792567800002
171,4816.841523500002
172,4853.882245800002
173,4879.904448000002
174,4895.9244480000025
175,4920.968835600002
176,4961.018835600003
177,4992.046762800002
178,5008.066762800003
179,5033.107399800003
180,5073.157399800003
181,5104.188190500003
182,5120.208190500003
183,5145.245098200003
184,5185.295098200003
185,5216.329654200003
186,5232.349654200003
187,5257.383594600003
188,5297.433594600003
189,5328.471086100003
190,5344.4910861000035
191,5369.522086800003
192,5409.5720868000035
193,5440.612560000003
194,5456.632560000004
195,5481.660535800003
196,5521.7105358000035
197,5552.754060300003
198,5568.774060300004
199,5593.799037600003
200,5633.849037600004
201,5664.895574700004
202,5680.915574700004
203,5705.937478800004
204,5745.987478800004
205,5777.037064800004
206,5793.057064800005
207,5815.105904700004
208,5855.155904700005
209,5889.179687100004
210,5905.199687100005
211,5927.243472600005
212,5967.293472600005
213,6001.322379900005
214,6017.342379900006
215,6039.381817800006
216,6079.431817800006
217,6113.464865100006
218,6129.484865100007
219,6151.520178000006
220,6191.570178000006
221,6225.607341300007
222,6241.627341300007
223,6263.658551100008
224,6303.708551100008
225,6343.758551100008
226,6377.800242600008
227,6393.820242600008
228,6415.845961500008
229,6455.8959615000085
230,6489.942852900009
231,6505.962852900009
232,6521.98285290001
233,6544.00393680001
234,6584.05393680001
235,6624.10393680001
236,6661.1257350000105
237,6677.145735000011
238,6693.165735000011
239,6712.210960200011
240,6752.260960200011
241,6789.288380700011
242,6805.308380700011
243,6821.328380700012
244,6840.367955100011
245,6880.417955100012
246,6920.467955100012
247,6957.501406800012
248,6973.521406800012
249,6989.541406800013
