RoundNumber,PricePerEnergyAccumulated
0,0
1,32.45519013359999
2,59.427161401199996
3,124.4621462622
4,150.941230941
5,214.870808523
6,239.7010937916
7,299.4430403586
8,324.598066995
9,384.667137777
10,412.557375297
11,482.649676833
12,512.7789355338
13,583.0579564368
14,612.5829012222
15,680.0121640572
16,708.517026645
17,767.630480553
18,793.7612795304
19,852.7943092419
20,878.5035058575
21,936.0168223515001
22,961.4782032531001
23,1026.3527138226002
24,1055.6825865090002
25,1119.018514644
26,1147.7894919354
27,1209.6212964594001
28,1238.6065291134
29,1300.6526281134
30,1329.3395832366
31,1389.9012277131
32,1418.6934319011
33,1479.2621279001
34,1509.4203788985
35,1573.2004175265001
36,1603.8810469185
37,1667.938367541
38,1700.5660941912
39,1767.4012712591998
40,1800.4677031283998
41,1867.4194727409
42,1901.1185782377
43,1960.3241503281
44,1990.6624652526
45,2049.8287774599
46,2081.1014841987
47,2140.8952748949
48,2171.2952547207
49,2230.0124192952003
50,2260.4528077752
51,2316.3892491342003
52,2343.5593650246005
53,2395.1226260838007
54,2422.1045714274005
55,2474.2213939215007
56,2500.7487767631005
57,2552.3079278031005
58,2579.1988848201004
59,2631.6449141409003
60,2658.7473724257
61,2711.5985101539004
62,2739.1220035527003
63,2792.7485940663005
64,2820.3126554583005
65,2873.9738726721002
66,2901.5021022993
67,2955.1610286441
68,2982.7867433007
69,3036.6285310923
70,3064.3326758238
71,3118.2091894473
72,3145.9347265593
73,3199.7718190941
74,3228.3758976315
75,3283.9506880083
76,3312.5382356763
77,3367.8883494887996
78,3395.7356665637994
79,3448.5655405649995
80,3475.5582734021996
81,3523.6707712220996
82,3554.8084188428998
83,3602.9524591089
84,3634.1146908278997
85,3683.6520016013997
86,3716.9753115761996
87,3767.2589354246998
88,3803.2062413606996
89,3858.7636160486995
90,3895.2429728462994
91,3948.5842020797995
92,3983.3925214817996
93,4037.7519682925995
94,4073.1802062629995
95,4128.727897642199
96,4164.996413381399
97,4221.698369522999
98,4258.895333330999
99,4316.819450143199
100,4354.328037298799
101,4412.2149919803
102,4449.6606310392
103,4506.6935965524
104,4543.6577360712
105,4600.4831024562
106,4637.164055877
107,4693.169381834399
108,4729.324660130399
109,4784.918582329199
110,4820.9005524347995
111,4876.253217622199
112,4912.524868513199
113,4963.197505959599
114,5003.982631644599
115,5055.086805945599
116,5096.375479140599
117,5147.041878593399
118,5187.457888934399
119,5239.3938665328
120,5281.2646411512
121,5332.918031282399
122,5374.416600236999
123,5425.6632030522
124,5467.415323548599
125,5518.907024624099
126,5560.211824919099
127,5611.296783980699
128,5652.504676434299
129,5703.5242737194985
130,5744.660362102499
131,5795.614573597499
132,5836.4786008742985
133,5887.119149447099
134,5919.821720979899
135,5965.4107464766985
136,6005.1795165634985
137,6054.479341945998
138,6094.301432227999
139,6143.784145045999
140,6184.786670419399
141,6235.413966009799
142,6275.818638047899
143,6320.978490827899
144,6366.709541618299
145,6412.875686785099
146,6459.366763036999
147,6506.426904636199
148,6555.331835419699
149,6605.220593043199
150,6654.101475967999
151,6695.6081034732
152,6737.3425887198
153,6784.1113263018
154,6830.4487737426
155,6876.989535054599
156,6924.227669913599
157,6970.372331817599
158,7015.679573246399
159,7058.8212515507985
160,7101.384134618998
161,7143.6815561225985
162,7185.686947158599
163,7227.028100396099
164,7269.541627373699
165,7311.916508907299
166,7354.349216506799
167,7396.720727792399
168,7434.378076100399
169,7471.9803676067995
170,7515.9344924289
171,7555.1611570550995
172,7611.092647728099
173,7650.646395072099
174,7674.996795072099
175,7713.1894861620995
176,7772.9440861621
177,7820.6960661228995
178,7845.1265661229
179,7882.7626435339
180,7943.4784435339
181,7989.404013769899
182,8013.8345137699
183,8053.5931231975
184,8118.9146731975
185,8170.3078979335
186,8197.3336379335
187,8239.816234792299
188,8308.181584792299
189,8361.8454075958
190,8390.3129475958
191,8435.9694928726
192,8509.2609928726
193,8568.144770533
194,8598.534710532998
195,8646.037808601399
196,8722.5333086014
197,8781.4228745779
198,8811.8128145779
199,8859.260171538699
200,8934.8345215387
201,8991.5565448204
202,9020.6328448204
203,9065.3720093512
204,9136.7411093512
205,9190.3016452012
206,9217.8720652012
207,9255.751972149399
208,9324.2775221494
209,9382.083928446998
210,9409.301908446998
211,9446.710212440497
212,9514.594962440497
213,9571.797555611796
214,9598.695135611797
215,9635.743430721697
216,9701.785880721698
217,9760.186589888499
218,9787.6769098885
219,9825.4454361991
220,9893.850836199099
221,9950.7950104
222,9977.3081104
223,10013.1528887446
224,10076.6721887446
225,10138.0287887446
226,10189.9083265906
227,10213.7460865906
228,10245.9256619035
229,10302.6765119035
230,10350.410253646301
231,10372.694073646302
232,10394.657493646302
233,10424.606167750302
234,10479.835117750303
235,10534.423267750302
236,10585.217174880703
237,10606.956314880703
238,10628.294954880703
239,10653.453697369903
240,10708.202047369903
241,10759.892326387902
242,10782.432466387902
243,10805.6614663879
244,10833.9923530951
245,10894.5079030951
246,10959.989653095101
247,11019.13207546
248,11043.56257546
249,11067.40033546
