RoundNumber,EnergyConsumptionMeterMeasuredEnergyConsumption
0,0
1,20.017927750000002
2,28.38855445
3,48.41642095
4,80.88101695
5,101.4865657
6,109.506451
7,153.8095891
8,163.37128270000002
9,183.40123570000003
10,215.45183830000002
11,236.56380205000002
12,244.58037565
13,288.81573835
14,297.97490515
15,313.99702195
16,354.05411995
17,374.87964719999997
18,382.89719189999994
19,427.12743269999993
