RoundNumber,EnergyConsumption
0,0
1,20.020029
2,28.0367022
3,68.0891057
4,89.02497845
5,97.03975925
6,137.09198225
7,158.557394
8,166.57344469999998
9,206.62723519999997
10,228.13528269999998
11,236.15372379999997
12,276.20638379999997
13,297.84273655
14,305.86005715
15,345.91380015
16,367.54144665
17,375.56085885
18,415.61315785
19,436.6903206
