RoundNumber,RoomTemperature
0,17.7
1,18.576268184238522
2,19.25803193209803
3,18.76005372252673
4,19.2509148106366
5,19.15765017061512
6,19.273096120170784
7,18.759763558929706
8,18.640609051638602
9,19.07094154874612
10,18.817562295752538
11,19.131148835690997
12,18.96047639162126
13,18.825492459255415
14,18.580033893410246
15,18.923853133960858
16,18.602690381556535
17,18.571910138473573
18,18.612314147343785
19,18.805962687505872
20,18.573546599836483
21,19.058144304797523
22,19.273667819853536
23,18.77283130970238
24,19.202398108093394
25,18.971288012109778
26,19.191503841998454
27,19.47922611635718
28,19.00106041965569
29,18.704885901667037
30,19.322162562186918
31,18.873809493839882
32,19.29131558320091
33,19.293720443141513
34,19.56003889809291
35,19.445071715404396
36,18.84258288241433
37,19.292449321566963
38,19.5520096744851
39,19.0796277448518
40,19.020450314066217
41,18.871599944225718
42,18.99021506778804
43,18.731058386952377
44,19.14336178825927
45,19.02304966131664
46,19.227022452350905
47,18.737750278826063
48,19.260152166288663
49,19.31888133453585
50,18.850737755928794
51,18.8034071287127
52,19.104251832093542
53,18.627245665264873
54,18.81757311116948
55,18.677402623756986
56,18.568266328796867
57,19.117542800989096
58,19.182330230128276
59,18.949277643222533
60,18.856128740957626
61,18.72253055301816
62,19.288978911624433
63,19.227065262425306
64,19.10203602552137
65,18.85072397023176
66,18.883173885070057
67,18.76025713810897
68,19.069790470346227
69,18.60002451443059
70,18.608006338911004
71,18.64933668428205
72,19.144906548891186
73,19.091906022562213
74,18.909434981879023
75,18.986329480633323
76,18.93613854563958
77,19.23181222510944
78,19.435669164004434
79,19.201938334562847
80,19.055350321670232
81,19.07771713824593
82,18.950852128051643
83,19.190755605091056
84,18.95190418793014
85,18.702681692938494
86,18.778591850276552
87,18.60793386846202
88,18.886153153413463
89,18.537507675395805
90,18.739168844100682
91,18.99599049415811
92,18.676086186964948
93,19.032047134538466
94,18.959533478724243
95,19.012442118830165
96,18.930686014185078
97,18.475811743696408
98,18.897627482276445
99,19.07328611423312
