RoundNumber,PricePerEnergyAccumulated
0,0
1,32.4553351952
2,59.3892577928
3,124.3701345998
4,150.6628419818
5,214.50709197080002
6,239.107428827
7,298.74970262600004
8,323.61526825640004
9,383.5613814764
10,411.0940629644
11,481.0203106124
12,510.7027748684
13,580.8052276979
14,609.8630821979
15,677.1014209229
16,705.1504452863
17,764.1038857823
18,789.8242124429
19,848.6954457794001
20,873.9986313116001
21,931.3575090731001
22,956.4109178171001
23,1021.1036104841
24,1049.9722804901
25,1113.1185455411
26,1141.3831803863
27,1203.0200891183
28,1231.5017394412998
29,1293.3475929412998
30,1321.5310852036998
31,1381.8978330106997
32,1410.1757008066998
33,1470.5417690686998
34,1500.1538112766998
35,1563.7165763026999
36,1593.8226730546999
37,1657.6428684122
38,1689.6339526094
39,1756.2132043844001
40,1788.5950856528002
41,1855.2803151668002
42,1888.2876163442002
43,1955.1525833282
44,1988.1903784922001
45,2055.1554455252003
46,2089.5790714340005
47,2149.3772785184005
48,2179.7728320440006
49,2238.4943764490004
50,2268.930188609
51,2324.871067556
52,2352.0369727028
53,2403.6043746836
54,2430.5820290173997
55,2482.7031700166
56,2509.226165522
57,2560.7896717124
58,2587.6762269518
59,2640.1266937334
60,2667.224638223
61,2720.0804135585
62,2747.5991824415
63,2801.2306269407
64,2828.7896232287
65,2882.4559394734997
66,2909.9790736858995
67,2963.6431642666994
68,2991.2636797000996
69,3045.1107018916996
70,3072.8096474716995
71,3126.6914004046994
72,3154.4117282398993
73,3208.254085272499
74,3236.852648015299
75,3292.432929800599
76,3321.015221116699
77,3376.3704357196993
78,3404.2128137200993
79,3457.047673373899
80,3484.035484828399
81,3536.349492932299
82,3563.2826962516992
83,3615.631146034699
84,3642.585983784199
85,3692.1282863716992
86,3725.446367872399
87,3775.735038186799
88,3811.676754849199
89,3867.239767770799
90,3903.713320453999
91,3957.0601885369992
92,3991.862884876999
93,4046.227980755899
94,4081.650585741499
95,4137.203872269499
96,4173.466899421699
97,4230.174137449699
98,4267.365872171299
99,4325.295067411099
