RoundNumber,EnergyConsumption
0,0
1,24.029496
2,24.088146000000002
3,48.117441
4,72.23559060000001
5,72.3380106
6,96.36686370000001
7,96.49250370000001
8,120.52113990000001
9,120.67053990000001
10,144.6989079
11,144.8710779
12,168.89925419999997
13,169.09023419999997
14,193.11820079999995
15,217.36370399999996
16,217.59536399999996
17,241.62291179999997
18,265.9107375
19,266.18262749999997
