RoundNumber,EnergyConsumptionAccumulated
0,0
1,17.5114315
2,28.53354025
3,63.5520835
4,89.5654477
5,97.57544770000001
6,97.57544770000001
7,120.61039600000001
8,131.63085805
9,166.6543144
10,192.6656302
11,205.18545715000002
12,205.18545715000002
13,216.20427385000002
14,233.22053350000002
15,262.25173225000003
16,286.78988065000004
17,306.81488065
18,306.81488065
19,317.83692595
20,334.85064235000004
21,363.8793082
22,389.90548390000004
23,409.9304839
24,409.9304839
25,420.9528826
26,437.96698255
27,466.99602775
28,493.02203995
29,508.53781465000003
