RoundNumber,PricePerEnergy
0,0
1,32.4551682528
2,26.961648498000002
3,26.0982325296
4,25.8619741524
5,25.6729794516
6,29.925844183500004
7,30.010261806000003
8,12.3195026556
9,12.0774782016
10,13.18677894
11,14.069472940799999
12,14.072774630400001
13,14.084701476299998
14,13.6148879106
15,13.487669756999999
16,12.984930576900002
17,11.8052079192
18,11.7667440774
19,11.7689297895
20,11.445667125300002
21,11.448458955
22,11.197767747599999
23,12.889853068499999
24,12.7537985718
25,12.5601519006
26,12.3420634686
27,12.238502560199999
28,12.2983141365
29,12.260322
30,12.034333497599999
31,11.947151157299999
32,11.941879032
33,11.929085541000003
34,12.374121815999999
35,12.54090987
36,12.445763040000001
37,12.572397391500001
38,13.0841285337
39,13.0961499642
40,13.099345644600001
41,13.095243174599998
42,13.213295375400003
43,13.109802796800002
44,13.0881755565
45,13.1085870678
46,13.497858144
47,13.254311161799999
48,13.1263032654
49,13.023896498999997
50,13.1509368
51,12.41456013
52,11.7441807336
53,11.4517057392
54,11.6686769076
55,11.5811530569
56,11.477571348599996
57,11.464384075199998
58,11.641087116899998
59,11.669041051200002
60,11.7389997504
61,11.7671778504
62,11.927389562999998
63,11.947800153599996
64,11.951383953599999
65,11.963281327200002
66,11.942062848
67,11.9710420263
68,11.9910702393
69,12.0193457454
70,12.032351226000003
71,12.036211632
72,12.0480154704
73,12.034978281
74,12.4363856178
75,12.431701829699996
76,12.436011200699998
77,12.3908588505
78,12.120865387200004
79,11.8353420729
80,11.756794303800001
81,11.727635203800002
82,11.739406669200001
83,11.7432002898
84,11.755259518499997
85,12.091438485
86,12.577343411700001
87,12.2833448073
88,13.578399446400002
89,13.583456524799997
90,13.788934884
91,13.0521911112
92,13.165650989999998
93,13.312792902599996
94,13.4089635816
95,13.613847465600001
96,13.736580742800003
97,13.908668306400001
98,14.097399688799998
99,14.220808423199998
