RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.019424599999997
2,32.136602999999994
3,72.317994
4,88.7621904
5,129.0114219
6,145.63086449999997
7,185.95462499999996
8,202.79005019999997
9,243.20091719999996
10,260.2490382
11,300.74215619999995
12,317.99844119999995
13,358.57394669999996
14,376.04402309999995
15,416.70205259999994
16,434.38397819999994
17,475.1299332
18,493.0377516
19,533.8690776
20,551.9891435999999
21,592.9051970999999
22,611.2462754999999
23,652.2498449999999
24,670.8129317999999
25,711.9022817999999
26,730.6946477999999
27,771.8787872999999
28,790.9134302999998
29,832.1938217999998
