RoundNumber,Cycle_Duration_(ms)
0,2430
1,2066
2,1874
3,1814
4,1732
5,1829
6,2072
7,2344
8,2147
9,2185
10,2081
11,2151
12,2114
13,2188
14,2104
15,2209
16,2371
17,2224
18,2156
19,2130
20,2263
21,2236
22,2320
23,2203
24,2280
25,2406
26,2510
27,2435
28,2629
29,2673
